epoch,train_rmse,val_rmse,train_recon_loss,val_recon_loss,best_val_rmse
1,0.05120946899875957,0.017337743568762623,0.34446471496076975,0.015285333971531362,0.007454515331494336
2,0.019772998486306998,0.017309441846881556,0.019658941611239926,0.015171202997092485,0.007454515331494336
3,0.01749920007829424,0.018365442923113387,0.015393221878775799,0.016997759335299532,0.007454515331494336
4,0.01591532120646494,0.012113502246006875,0.012739204758458933,0.007508764936357172,0.007454515331494336
5,0.0149409381318099,0.013995803118067708,0.011225502969232236,0.00991313085126106,0.007454515331494336
6,0.014031840578794879,0.012161151149882254,0.00990776448822068,0.007518615387795429,0.007454515331494336
7,0.01332848874039819,0.011637730657879923,0.00893383336189504,0.006889991434716693,0.007454515331494336
8,0.012785321436427213,0.009545192805636952,0.008224878416488718,0.0046868961898313055,0.007454515331494336
9,0.012297143249152128,0.013854652279811426,0.00761060668899153,0.00968787260561218,0.007454515331494336
10,0.011970739590138247,0.009837898495321556,0.007221760486196966,0.004940864950867002,0.007454515331494336
11,0.011571175070393193,0.012724686725482494,0.006739296237477905,0.008184954486662727,0.007454515331494336
12,0.011260327273623062,0.013436341843045542,0.0063919669775357795,0.009117939342290927,0.007454515331494336
13,0.011065263585054894,0.01141616611024043,0.006173818529750434,0.006607947832154092,0.007454515331494336
14,0.010868800185737265,0.01074763607034416,0.005952879731371242,0.0058620276807941326,0.007454515331494336
15,0.01068861442261871,0.009230033218353953,0.005757271413577462,0.004353985667473729,0.007454515331494336
16,0.010495831129114631,0.010005874038074859,0.0055523557221337045,0.005096990160369953,0.007454515331494336
17,0.0103059410627688,0.008615438829496952,0.0053526445961178245,0.003804083515130972,0.007454515331494336
18,0.010137808523211047,0.01168945760838895,0.005186206164043386,0.006928904875988347,0.007454515331494336
19,0.010100052417435338,0.009543769074024565,0.005150534663950512,0.004638012316401886,0.007454515331494336
20,0.009933356056847864,0.009099837550384677,0.004975882795650256,0.004225475946181727,0.007454515331494336
21,0.009762791369686507,0.009408350220965502,0.004803432834437112,0.00449811493917685,0.007454515331494336
22,0.009706572990912356,0.009187979638211038,0.004751949247632161,0.004303958433874391,0.007454515331494336
23,0.009532869348353444,0.013262820043865853,0.00458804500512342,0.008851950685000472,0.007454515331494336
24,0.009439372430003801,0.009502048770312547,0.004493061081822992,0.004581566315991523,0.007454515331494336
25,0.00938098958060603,0.008864445770688878,0.004437086971124113,0.0039947742802364005,0.007454515331494336
26,0.00926958865344125,0.010008901643173286,0.004329846980542128,0.005077099317524877,0.007454515331494336
27,0.00919009925925502,0.009044099697758056,0.004257298938385073,0.0041517962721345685,0.007454515331494336
28,0.009118093505797108,0.007722625056221466,0.004189558651158924,0.0030492397483101855,0.007454515331494336
29,0.00906060154730218,0.008905047956758585,0.0041330543943144706,0.004026975993528015,0.007454515331494336
30,0.008939971354863352,0.009752238590847555,0.004027010563039234,0.004815873631806743,0.007454515331494336
