epoch,train_rmse,val_rmse,train_recon_loss,val_recon_loss,best_val_rmse
1,0.05132028746087414,0.03118895380492992,0.16848177834305264,0.04884285623895019,0.012807594264422439
2,0.028196905168123846,0.021031189896789284,0.04001198404498236,0.022383855205182913,0.012807594264422439
3,0.024688697619221184,0.01725689245755457,0.030597561655232256,0.015209897306053136,0.012807594264422439
4,0.02302936740252873,0.015851309935177117,0.026622647516292144,0.012889405143516783,0.012807594264422439
5,0.02231237795859126,0.015283531845737261,0.02499651080616222,0.012005351180648856,0.012807594264422439
6,0.021751849075424677,0.01737506404818101,0.023751174060743258,0.015356310057674962,0.012807594264422439
7,0.02140234456730914,0.016371944574524993,0.022988741517499595,0.013688675734269512,0.012807594264422439
8,0.021147570697073827,0.014657010881846963,0.022454599897199872,0.01106841858671594,0.012807594264422439
9,0.02086192793262231,0.015205394058231857,0.02185490193279145,0.01186898949793815,0.012807594264422439
10,0.020705872737932045,0.014990507945866888,0.02153009163774238,0.011543881590400252,0.012807594264422439
11,0.02048357751996307,0.014722149026940433,0.021076686757277138,0.01114202328358539,0.012807594264422439
12,0.02032587410687635,0.014715357175888026,0.020747949342731654,0.011131373390871014,0.012807594264422439
13,0.020152622666407535,0.014416039117727191,0.020397400226608325,0.010703766033252744,0.012807594264422439
14,0.02010615451946763,0.01502211132671356,0.020308522527308387,0.011580667841593955,0.012807594264422439
15,0.019944548703592826,0.014711826755234364,0.019976478065860663,0.011115439958795655,0.012807594264422439
16,0.01995053302573632,0.014301835821989255,0.01999452706407662,0.01054201070053156,0.012807594264422439
17,0.019757265713854184,0.014753456339613849,0.019601456771044676,0.011189359635812383,0.012807594264422439
18,0.019677228033792234,0.013693005430077098,0.019456963780237802,0.009691847601454858,0.012807594264422439
19,0.01958921859233257,0.01401743935597614,0.01927718807829285,0.010132082297758447,0.012807594264422439
20,0.019505988306244747,0.014156350211853965,0.019113584897376384,0.010323306844635153,0.012807594264422439
21,0.019426563942918293,0.01375639324420139,0.01895674065978483,0.00977616705864236,0.012807594264422439
22,0.019361207778562987,0.01426994434164353,0.01882749080391718,0.01048130025607487,0.012807594264422439
23,0.019386619800573816,0.013977880252228268,0.01887803335660067,0.010068209293644164,0.012807594264422439
24,0.019335071405989706,0.013789768837425555,0.018776938069605547,0.009803603725132004,0.012807594264422439
25,0.01931243903398314,0.013987612571056471,0.01873511307478151,0.01007069214979143,0.012807594264422439
26,0.019274313335625702,0.014338017366577352,0.0186646204880667,0.010569351100245513,0.012807594264422439
27,0.01918372985897019,0.014022908058254216,0.018489438930182133,0.010122904529091108,0.012807594264422439
28,0.019217408599674135,0.01573246205796632,0.018553039132883135,0.012629449173367875,0.012807594264422439
29,0.019148269691101536,0.013553958866898896,0.01841845914788049,0.009481201780006838,0.012807594264422439
30,0.019185333469563328,0.014150893440264524,0.018494439026884763,0.010294637081100125,0.012807594264422439
31,0.01907461623196859,0.014265301718336084,0.01827489572412338,0.010455030569995659,0.012807594264422439
32,0.019056017888633984,0.014087112901842381,0.01824501881064948,0.01020544723045899,0.012807594264422439
33,0.019106620762524226,0.014412965297433179,0.018326970404882393,0.010656241663921637,0.012807594264422439
34,0.01899975619270008,0.014623160156293656,0.018138097306907942,0.010968571801855745,0.012807594264422439
35,0.019031609584837902,0.013554096809581105,0.01819317217132088,0.00947019565381201,0.012807594264422439
36,0.018950056539466766,0.014000827618931714,0.018030362030036752,0.010080956759444181,0.012807594264422439
37,0.018965906002322168,0.013704534404087757,0.01807759172012192,0.009670654934734405,0.012807594264422439
38,0.018983190050343438,0.013724648166310827,0.018102463513679307,0.009704839359291952,0.012807594264422439
39,0.018912843704672912,0.013508954741592324,0.017974136469002745,0.0094113270134365,0.012807594264422439
40,0.01889590573320836,0.013737721126755012,0.017939243112061024,0.00974075758877473,0.012807594264422439
41,0.018902136852194117,0.013399667675537344,0.017948699379802615,0.009266648873470831,0.012807594264422439
42,0.018830902193267874,0.013452680809516771,0.017823858341563022,0.009328142493763895,0.012807594264422439
43,0.018838000031929654,0.013614777897130552,0.01782635118685442,0.009534524444287172,0.012807594264422439
44,0.01878166607555599,0.013455431689295414,0.017715628688925143,0.009322375427711435,0.012807594264422439
45,0.018788752860027208,0.014583338140286796,0.017737730253864305,0.010876721857217376,0.012807594264422439
46,0.018788966021096486,0.01395572430102223,0.01773570386442241,0.010005711765758436,0.012807594264422439
47,0.018777739251420393,0.014003964793040866,0.017714356524128276,0.010078446637452845,0.012807594264422439
48,0.018698096016368872,0.013357741107235983,0.01756677351005912,0.009194781214679896,0.012807594264422439
49,0.01866744003466126,0.01409496399579173,0.017502713205926182,0.01017630289837203,0.012807594264422439
50,0.018714789420757327,0.01378566919490612,0.017591579240553875,0.009762021596673274,0.012807594264422439
51,0.01871386492268158,0.0134911828351476,0.017590836984261927,0.009364220021975745,0.012807594264422439
52,0.018654036193686715,0.01369573504309956,0.017485215030672963,0.009641916666557823,0.012807594264422439
53,0.018682938256305667,0.014819867868462334,0.01753279857133634,0.011221855687789427,0.012807594264422439
54,0.018678348306576876,0.014204118854533404,0.017522265544938083,0.010348376821116062,0.012807594264422439
55,0.018548366008924413,0.013797585805722304,0.017283197132520075,0.009780073544652167,0.012807594264422439
56,0.018586157024996632,0.013473445517421101,0.017351589845269834,0.009334422346856549,0.012807594264422439
57,0.018571880966890865,0.014039500194955763,0.01732270837470781,0.01010032320123087,0.012807594264422439
58,0.018532050024699327,0.01465307556013831,0.017248120884832758,0.01096527764746045,0.012807594264422439
