epoch,train_rmse,val_rmse,train_recon_loss,val_recon_loss,best_val_rmse
1,0.0998960051421411,0.037880072517605,1.2570166399464269,0.07196433445980717,0.014851880076039197
2,0.03877653803266606,0.031843469639120825,0.07551141979306986,0.05105854233222263,0.014851880076039197
3,0.03443224610795128,0.02604205003932301,0.059469555249299366,0.03425735373926269,0.014851880076039197
4,0.03204584527513223,0.02367192764694874,0.051518861539266686,0.028350681550343964,0.014851880076039197
5,0.03023713912517415,0.021941427272249226,0.04583237301464656,0.024427822447374646,0.014851880076039197
6,0.02883365908705243,0.02069766260268231,0.04169858691746932,0.021797450286322746,0.014851880076039197
7,0.027586882370292706,0.01847975408303299,0.03816672516045525,0.017487584809495454,0.014851880076039197
8,0.026212392521513566,0.017412332022602076,0.03447199634487971,0.015563553289500966,0.014851880076039197
9,0.025180580234857062,0.017563033473149456,0.031800262338785,0.01581889391568393,0.014851880076039197
10,0.02459161754932602,0.016900313062927663,0.030337013869995114,0.014677085201468822,0.014851880076039197
11,0.024101497577362924,0.016524593113249827,0.029150228229799062,0.014038542672833937,0.014851880076039197
12,0.02356913832751051,0.016261675788573463,0.02787503516504313,0.013574001581772514,0.014851880076039197
13,0.023228267421982328,0.01971252723581416,0.02707536324717225,0.019683305159576628,0.014851880076039197
14,0.023038594726117412,0.015922487141313228,0.026638606859611308,0.013025022723370439,0.014851880076039197
15,0.022814872610683816,0.016590897119505416,0.02612684774854741,0.01407023963550627,0.014851880076039197
16,0.02255772594580898,0.01696200672134242,0.02554408809880449,0.014677333617489473,0.014851880076039197
17,0.02243390649719354,0.01561824657093555,0.02526485288878648,0.01251562530488407,0.014851880076039197
18,0.022206103023597143,0.016474125540317967,0.024748094662782667,0.013858305101377377,0.014851880076039197
19,0.02219882951388973,0.016071321102172766,0.024735423013992244,0.013221781551339554,0.014851880076039197
20,0.021891716777205066,0.017178034316436903,0.024069476837322475,0.015034890885245773,0.014851880076039197
21,0.021768922817184563,0.01655778955198916,0.023796038994371126,0.01395947410472759,0.014851880076039197
22,0.02165170420649696,0.01728151971214724,0.023537988368357313,0.015191017842146598,0.014851880076039197
23,0.021579560076496508,0.015209656024980905,0.023380081470388066,0.011865876018045804,0.014851880076039197
24,0.021434812457625723,0.017109530407898005,0.02307054442876148,0.01489831227290059,0.014851880076039197
25,0.021233437149169258,0.01905872449984851,0.022640029373014525,0.018356558699638415,0.014851880076039197
26,0.021290233084180047,0.017957238065143228,0.022758268223402555,0.016350704134175078,0.014851880076039197
27,0.021210104611867103,0.015826506394822328,0.022587497105550525,0.012771320845952533,0.014851880076039197
28,0.021101570477587494,0.014851880076039197,0.022362557974592526,0.011290331480146252,0.014851880076039197
29,0.020928937150347438,0.016527274519686847,0.0219853879735165,0.013901795232575075,0.014851880076039197
30,0.020757160348675224,0.014940099353583295,0.021628251406382342,0.011421593041091726,0.014851880076039197
31,0.020847353547611826,0.01643138042045809,0.021820609888872043,0.013730786548701085,0.014851880076039197
32,0.02065558969300596,0.02093248139680628,0.02143007160555977,0.02209903637867176,0.014851880076039197
33,0.020639244626140474,0.01984554571551224,0.02138596547050958,0.01988441710346851,0.014851880076039197
34,0.020482099051875886,0.016740683133951665,0.02105728050122908,0.014209359708795513,0.014851880076039197
35,0.020530103644983252,0.01758005148175701,0.021162158322360913,0.015656935228626663,0.014851880076039197
36,0.02038690244174749,0.017086665284141916,0.02086290198371505,0.014814478354559695,0.014851880076039197
37,0.02040833732324363,0.01653811086380362,0.0209118743858179,0.013892936825527993,0.014851880076039197
38,0.02026968921827478,0.019786702834460115,0.02061883787588658,0.019779478115680624,0.014851880076039197
39,0.02033015214934288,0.017892976828260035,0.020760818402787814,0.01623419726240462,0.014851880076039197
40,0.020251311597870355,0.01807517372071743,0.02059571833533325,0.016552763127222443,0.014851880076039197
41,0.020182985994426115,0.017455756084924955,0.02044744502351578,0.01543113267736524,0.014851880076039197
42,0.020174686298281837,0.019854312089823162,0.020439773159427126,0.019912001084008875,0.014851880076039197
43,0.02008691676052538,0.02094984790279116,0.020265908713183678,0.022116066429062164,0.014851880076039197
44,0.020075674493766443,0.01743311958476785,0.02023094348164326,0.015415529520100309,0.014851880076039197
45,0.020020715554313978,0.018896450864830144,0.02012032671456627,0.018059416899380742,0.014851880076039197
46,0.02002413213535902,0.021034884743118366,0.020134553683496332,0.022343890336544617,0.014851880076039197
47,0.019986519663860385,0.0198256362482922,0.020067674489010652,0.01986323694471133,0.014851880076039197
48,0.01977935344675511,0.01881603621893304,0.019641502508150006,0.017896224166305034,0.014851880076039197
49,0.019818089005918492,0.019017292271755477,0.01971617388049695,0.01827383812396489,0.014851880076039197
50,0.019836106725007976,0.019911167717465057,0.019756930001966117,0.020050728884644996,0.014851880076039197
51,0.019719542294848836,0.020938418101656395,0.01951634931096746,0.02213198695551924,0.014851880076039197
52,0.019623922780031337,0.019625440127773827,0.019331239979237833,0.01947433034055674,0.014851880076039197
53,0.019717745501641654,0.018264850155100508,0.01952716254742035,0.016867498996996695,0.014851880076039197
54,0.019573245346254972,0.02218760369571887,0.01923678807252815,0.024877133219603578,0.014851880076039197
55,0.019638147223834418,0.020144944634691395,0.019363355623700645,0.020521328268508315,0.014851880076039197
56,0.0195550756317853,0.020335433877996245,0.019202706306790055,0.020912095217019686,0.014851880076039197
57,0.019546707121770784,0.0193409151568959,0.019190536201466137,0.018900678066356126,0.014851880076039197
58,0.019561754359688457,0.018841673855731055,0.01920316537237913,0.017963137168233743,0.014851880076039197
59,0.01947896139272959,0.02020247152891247,0.01905498108272776,0.020626574914607582,0.014851880076039197
60,0.019635209705553727,0.017113594336221317,0.01934969163744693,0.01484107529410185,0.014851880076039197
61,0.019457268675800676,0.019580852574644945,0.01901030982675531,0.019398160170817722,0.014851880076039197
62,0.019418170280434244,0.020050441867016763,0.018932290425152834,0.020285355261503123,0.014851880076039197
63,0.019540720831941853,0.020140646883144292,0.01916112721648581,0.020499582509349287,0.014851880076039197
64,0.019528992124638166,0.021187474874316516,0.019140253878302045,0.02267885533314086,0.014851880076039197
65,0.01940583757794083,0.02146001398114855,0.01890087467766487,0.02326132018438882,0.014851880076039197
66,0.01939615249708669,0.017063220663862084,0.018886824991784904,0.014753147978397914,0.014851880076039197
67,0.019332939963777395,0.01853879299866183,0.01875924570293549,0.017381706166028178,0.014851880076039197
68,0.01934149889103831,0.019286989725486623,0.018778434311341866,0.018798253350499748,0.014851880076039197
69,0.019260645162320417,0.020936593407123383,0.018628657683688526,0.022147253313524403,0.014851880076039197
70,0.019269928051182706,0.01818057925854638,0.018642866756249113,0.016718375682415507,0.014851880076039197
71,0.019289733455134198,0.0210303577117896,0.018680945456876628,0.022377959598964672,0.014851880076039197
72,0.019166988953490418,0.0196958495534483,0.01844968775933112,0.019610152126122743,0.014851880076039197
73,0.01938483426435775,0.020407781816827945,0.018881425228217407,0.021045764262394497,0.014851880076039197
74,0.01933135333019119,0.01836483616178384,0.01876750748993497,0.017054694988157437,0.014851880076039197
75,0.019216121539956096,0.020162265050072334,0.01853963011581428,0.02053014072927012,0.014851880076039197
76,0.019104436844886847,0.01856914255041276,0.018319218799613294,0.017430225503501155,0.014851880076039197
77,0.019160018982142125,0.019876927619129254,0.018442933477299098,0.019997861369231606,0.014851880076039197
78,0.01913250490736023,0.020077977836165273,0.018374943636703066,0.02034795614854415,0.014851880076039197
79,0.019129826757476556,0.02162197974604973,0.01838072481716498,0.0235665966481502,0.014851880076039197
80,0.01909117317861981,0.020109525853674547,0.018300765899640765,0.020439021879082406,0.014851880076039197
81,0.01900545700901983,0.019379391892498554,0.01814068871119181,0.019023439590481743,0.014851880076039197
82,0.018989219392131388,0.0204488238840963,0.018104856855655636,0.02106761509799705,0.014851880076039197
83,0.0189948947658208,0.020390247732998933,0.018114186374086832,0.02099958066324991,0.014851880076039197
84,0.01904845633973029,0.020490764925794193,0.018224737429622162,0.021205099168728824,0.014851880076039197
85,0.018993948075123702,0.021391566475249056,0.018113253079666766,0.023103569080864174,0.014851880076039197
86,0.018975065345082916,0.02124606598056479,0.018077813977056347,0.022769477866266086,0.014851880076039197
87,0.018998532530517302,0.01766211177983478,0.01811840781231688,0.01578459883297699,0.014851880076039197
88,0.018988737392398914,0.022532238237717613,0.01810321285447084,0.02561499510031015,0.014851880076039197
89,0.01894095482638533,0.02181519915577161,0.018008594023139698,0.024047583711220403,0.014851880076039197
90,0.018763421741920035,0.02094451081601606,0.017678068227970287,0.022145667799656075,0.014851880076039197
91,0.018869499345728635,0.021793309599161148,0.01788479859963068,0.02394937452680557,0.014851880076039197
92,0.01886018590678189,0.01981633732982038,0.017863641588182703,0.01983876091530889,0.014851880076039197
93,0.018873310630744825,0.01911514612494105,0.01789424036557218,0.01846493438193564,0.014851880076039197
94,0.01885547067102675,0.021789421440582876,0.017853732434549123,0.023987828651100496,0.014851880076039197
95,0.018835889274334522,0.02048119592585226,0.01780963487536264,0.021206456079763448,0.014851880076039197
96,0.01871367040782385,0.022525906116351767,0.017585992324309,0.025617955150778342,0.014851880076039197
97,0.018756881842960666,0.019297936397584918,0.017657594388170925,0.018810466351350946,0.014851880076039197
98,0.018833312439450932,0.021626518395549743,0.01780976921877403,0.023570294997581138,0.014851880076039197
99,0.018739584782423418,0.01932323426257408,0.017634032738235394,0.018841498750474805,0.014851880076039197
100,0.018834510036041655,0.02122346249511808,0.017809485541349812,0.02273896259723964,0.014851880076039197
101,0.01879927233622801,0.019341601189661984,0.01774784226837869,0.018920602941410066,0.014851880076039197
102,0.018778622557062266,0.02017702605189089,0.017710532980598197,0.020571586020797523,0.014851880076039197
103,0.018278122215522927,0.020702161507446363,0.01677644878026828,0.021623423030244865,0.014851880076039197
104,0.018261641936843653,0.01986973806634263,0.016751487983264847,0.01992828837505551,0.014851880076039197
105,0.018309650427881796,0.020309021052724807,0.01683910521364026,0.02083415577526608,0.014851880076039197
106,0.018212724511372784,0.020295859033131813,0.01666682570057831,0.020802197379860592,0.014851880076039197
107,0.018231989939591527,0.01992236034178415,0.016703618647731396,0.020053834410398833,0.014851880076039197
108,0.01815443529551386,0.01823902710308731,0.016545520008592083,0.016817180674477433,0.014851880076039197
109,0.018203477430849484,0.02138054719944396,0.016641963418887223,0.02305706880504936,0.014851880076039197
110,0.018150245611691596,0.020784289923931578,0.01653838181781875,0.021791997682323955,0.014851880076039197
111,0.0181510367595587,0.022012229180306098,0.016549595124657628,0.02442674741040969,0.014851880076039197
112,0.018172154505698125,0.020606826307665277,0.016576109286595295,0.021441839510780512,0.014851880076039197
113,0.01809325049429017,0.020268506014360366,0.016445951011096346,0.02075891053862662,0.014851880076039197
114,0.018131727636659167,0.021121165807563458,0.016512311508308102,0.022506220733441638,0.014851880076039197
115,0.018104920009830223,0.01951890572731112,0.016461196226041322,0.019245747144571782,0.014851880076039197
116,0.018171136119282824,0.019159376795674646,0.016582487584707924,0.01854238115508554,0.014851880076039197
117,0.018084931761933265,0.020350100366666565,0.016426217630463962,0.02092464043319624,0.014851880076039197
118,0.018187138938882175,0.021004804944746203,0.016619267590065233,0.022262637585467985,0.014851880076039197
119,0.01815482761995843,0.02095749870009114,0.016553663480704486,0.022161064023689815,0.014851880076039197
120,0.01809293462149695,0.020380571434729076,0.016432048323382752,0.02096717309210877,0.014851880076039197
121,0.018125861005401027,0.019345430977052804,0.016497686266117025,0.018887174065529037,0.014851880076039197
122,0.01806853863549492,0.020539462036861224,0.016395963083626106,0.021270746354806917,0.014851880076039197
123,0.018086582032255393,0.020029920193812122,0.016421509221287694,0.020261138627760387,0.014851880076039197
124,0.018068294552020157,0.020741929583575413,0.016394297662542093,0.021729128919085,0.014851880076039197
125,0.018066003396566322,0.01934396858880485,0.016389622269297098,0.018910501966275764,0.014851880076039197
126,0.018057833900461978,0.01890566468720585,0.016368865760876306,0.018058144988921974,0.014851880076039197
127,0.018086876580829664,0.01911611562447338,0.016421750888835778,0.018447969698553765,0.014851880076039197
128,0.018098534082256503,0.020713069944444176,0.016447771979170363,0.021637719332208337,0.014851880076039197
129,0.01808505449579256,0.021712537898516973,0.01642755604136396,0.023778830176279565,0.014851880076039197
130,0.01803122650642657,0.022460465484538606,0.016327409486591584,0.025406364883102037,0.014851880076039197
131,0.01803410294949842,0.020124278775724678,0.016331022173698757,0.020443798695901697,0.014851880076039197
132,0.01805713280644382,0.019667876568709063,0.01637658570845789,0.019534832975487644,0.014851880076039197
133,0.018085122901981665,0.021199560829063456,0.01642133233967871,0.022641191771928814,0.014851880076039197
134,0.01800074350527716,0.02016998610667959,0.01627533134054299,0.02053922416648538,0.014851880076039197
135,0.018080081358044457,0.02069951319774258,0.016416465885425533,0.02160500993364498,0.014851880076039197
136,0.018060032637100324,0.019736563552216674,0.016379079402391635,0.019679085718033836,0.014851880076039197
137,0.018085469797020647,0.01929899729547426,0.016421645147583458,0.018806316348887075,0.014851880076039197
138,0.01806001420824938,0.02063969385663801,0.016387269949194174,0.02150852403031411,0.014851880076039197
139,0.018051147972618916,0.01956041735558539,0.016355782593348252,0.019312093109141625,0.014851880076039197
140,0.01805462366118736,0.021133019870257164,0.016370771039903396,0.022549713688716708,0.014851880076039197
141,0.017727421642406434,0.02066432693589026,0.015791830896399395,0.02153937053869799,0.014851880076039197
142,0.01771571773605131,0.019112898416842106,0.015771910862291013,0.018444468320213434,0.014851880076039197
143,0.01772328544073202,0.020599850417097144,0.01577643803016624,0.02140575679540302,0.014851880076039197
144,0.017685603628081692,0.021454207063418964,0.01570994512186844,0.023198511160768924,0.014851880076039197
145,0.017623064237673278,0.02046124247985673,0.015606304517276855,0.021107351010791964,0.014851880076039197
146,0.017631816059467446,0.01899778737853735,0.015614863661898374,0.018226354138940207,0.014851880076039197
147,0.01766520940154242,0.020455869527299,0.015678678777033495,0.02111127714905784,0.014851880076039197
148,0.017596997989373857,0.019417227562537692,0.015555226084391941,0.019022463975575988,0.014851880076039197
149,0.01767617873930685,0.018763393770027056,0.01569001676565705,0.01779303132632172,0.014851880076039197
150,0.017637100428475938,0.020015181016297377,0.015623455678930767,0.020211223172337447,0.014851880076039197
151,0.017601731294138948,0.01882956388179076,0.015559304156145658,0.017905747715213492,0.014851880076039197
