epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,train_age_loss,val_age_loss,train_site_loss,val_site_loss,train_age_mae,val_age_mae,train_site_acc,val_site_acc,train_age_r2,val_age_r2,current_beta,current_grl_alpha,num_tracts
18,82.63778463640006,99.75684210794293,0.1398744448042306,0.1312038330714184,90.61473557344699,88.81692937119483,2.8202685660436657,4.169305368626662,8.035716979364521,7.4142126993690445,2.8202685660436657,4.169305368626662,38.297389726409826,39.597268673355636,-0.060874284555514635,-3.6326537976662316,0.0001688136332512,0.425,48
19,83.67401195584164,88.54056100249954,0.13252073117614757,0.1349891608563548,91.6497803356047,92.89989233641587,2.8323201707484738,2.9736260736533495,8.207697084850603,8.756545910302346,2.8323201707484738,2.9736260736533495,38.068816303740924,40.09894091415831,-0.06636145090063411,-0.11608469113707538,0.0001986182953299,0.4499999999999999,48
20,84.23227098146542,103.04527294702221,0.13562188093077834,0.130900527549559,93.46141152166241,92.58658025363086,2.838320543659858,4.187903393412978,8.3000269937888,8.014863658924831,2.838320543659858,4.187903393412978,37.71286990508096,38.47547380156076,-0.07389713823795316,-3.6770948556562266,0.0002322437412844,0.4749999999999999,48
21,84.74746419876264,85.38586789947688,0.13605917116714142,0.13891500442574836,94.04836975716132,94.49509923580365,2.8217079689438154,3.0304277080423723,8.452084626251596,7.9530109322921625,2.8217079689438154,3.0304277080423723,37.555834729201564,38.865663322185064,-0.06269409134984015,-0.20002696290612218,0.0002696724799486,0.5,48
22,85.09364499252379,93.9889018418664,0.13693135651593166,0.13381075183080895,96.30320169265413,95.12102532120984,2.8089771157142036,3.2092349413479186,8.558426764875334,9.137402438034314,2.8089771157142036,3.2092349413479186,37.212102177554435,38.14102564102564,-0.05709276596705116,-0.48671246444185573,0.0003107154933535,0.525,48
23,85.69755580437243,101.82400480613792,0.1318157797841973,0.13100480634120662,96.47216379855479,97.25185552874005,2.810973294174984,3.7986995295072212,8.673378823573598,8.93559682158257,2.810973294174984,3.7986995295072212,36.800321049692904,38.12709030100335,-0.04877101257443425,-2.329721280684074,0.0003549893500804,0.55,48
24,86.45535407739935,90.83242950843463,0.12830660529638885,0.1252213551750551,96.26973792456302,95.9340718674952,2.8236108634190344,3.1896780227106416,8.78683852069475,8.564696224420898,2.8236108634190344,3.1896780227106416,36.60838916806254,37.987736900780384,-0.060007593284050594,-0.4922788751622042,0.0004019110275476,0.5750000000000001,48
25,86.56399578438466,85.64023548225096,0.13087216558674478,0.1255310749371174,98.09137643528412,96.85139441769259,2.810443786204294,2.8891289724221862,8.84645107274928,8.426823409313675,2.810443786204294,2.8891289724221862,36.56651312116136,38.49637681159421,-0.052912784119447054,-0.026597145944833745,0.0004507158366848,0.6,48
26,87.02816403291534,86.56710882569637,0.12281615492578406,0.12381766808101859,97.46105939319585,97.57869786934442,2.8089197054130945,2.909916962269557,8.94455459040014,8.54913968999051,2.8089197054130945,2.909916962269557,36.437395309882746,38.3221850613155,-0.05128816142678259,-0.041296799977620424,0.0005005,0.625,48
27,87.3927875941589,97.03597375328592,0.12451711240273557,0.12061505891711989,98.6967825301861,99.55420761841994,2.811404063257673,3.201222080234833,9.0085796918252,9.768448786907637,2.811404063257673,3.201222080234833,36.2000977107761,37.97380156075808,-0.04827621082464851,-0.5680692705015342,0.0005502841633151,0.65,48
28,87.64318944621125,99.03461077779433,0.1225075119207897,0.1183200555303169,101.89723273670786,102.89663922401309,2.80483073169612,3.528511251253361,9.077435058964356,9.185395527485687,2.80483073169612,3.528511251253361,35.78657174762702,36.8938127090301,-0.050023910899957,-1.2408410795032978,0.0005990889724523,0.6750000000000002,48
29,87.85628218680104,88.84923839409613,0.11760774187615138,0.11485902070572225,104.08410397393287,102.9305842874308,2.7992407612831216,3.028677341481515,9.136564731003018,8.647545005216646,2.7992407612831216,3.028677341481515,35.50739810161921,35.58389074693423,-0.04324748491247493,-0.16052217284838358,0.0006460106499195,0.7000000000000001,48
30,88.31804657568152,105.4635254010442,0.11530663378153695,0.1143064924574315,103.61198685683064,104.45763044678911,2.7976686576769247,4.082789966701598,9.233237713263362,8.807052878988959,2.7976686576769247,4.082789966701598,35.34861809045226,36.20401337792642,-0.040089221050341906,-4.082213795433442,0.0006902845066464,0.725,48
31,88.49692514181004,98.71551719025491,0.11330780350284843,0.11557009434998546,104.79208512348812,105.30277724848145,2.791441835176006,3.513395384618537,9.287070501934776,9.164401188592448,2.791441835176006,3.513395384618537,34.96300949190397,36.245819397993316,-0.03732009356220561,-1.8337960280478,0.0007313275200513,0.75,48
32,88.76070536148075,89.45033588430687,0.11545281295557558,0.11002489269451367,106.5868769139301,105.4524208022865,2.7832167882374517,2.923134958165944,9.363012256833976,9.082443793191095,2.7832167882374517,2.923134958165944,35.04501675041876,36.57329988851728,-0.03511129195491471,-0.055883119503657014,0.0007687562587154999,0.775,48
33,88.98455304356675,102.76478299196215,0.11219758047658707,0.11209854593189855,106.65290223760088,106.38957497653621,2.7931684424246845,3.6523922084599167,9.377850499064445,9.556287197713868,2.7931684424246845,3.6523922084599167,34.95603015075377,36.00195094760313,-0.0395786811908086,-2.244651682674885,0.00080238170467,0.8000000000000002,48
34,89.35341534236501,97.7468866767692,0.11403290392837495,0.11076279659288413,106.84477511449342,107.07510545381335,2.794289621255672,3.1621500946240815,9.447224684604581,10.022953204279029,2.794289621255672,3.1621500946240815,34.73792573981016,36.37820512820513,-0.039512256781260156,-0.5257138274610043,0.0008321863667487,0.8250000000000001,48
35,89.58450620631011,105.20710363329586,0.11026476102088888,0.10954102112651787,107.57644819600965,107.79137417664099,2.7947936423709443,3.7637436144809793,9.492001002345551,9.709778536572106,2.7947936423709443,3.7637436144809793,34.5285455053043,36.07162764771461,-0.042231234411398554,-3.0797365456819534,0.0008582907861644,0.8500000000000001,48
36,89.71528828124106,102.63026489275887,0.10893467770451537,0.1048572679948054,108.68624153754887,108.4563920040726,2.7817874614800373,3.5775233069175196,9.556759624999371,9.753403517946085,2.7817874614800373,3.5775233069175196,34.39070351758794,35.075250836120404,-0.02990596741437911,-1.431799874951442,0.0008809162808999,0.875,48
37,89.9966606930073,105.62297176889486,0.1043241395298118,0.10634865952751187,109.40722342059308,110.66110434699617,2.7846952583214413,3.9551482958222848,9.604680590319076,9.21795306940342,2.7846952583214413,3.9551482958222848,33.96670854271357,34.71989966555184,-0.03156894445419311,-3.2098368356625238,0.0009003492613694,0.8999999999999999,48
38,89.97806855062743,88.68474171632108,0.10753555085202815,0.1047534123656837,110.6670497479484,109.06066952248746,2.771161652381762,2.8500015423067304,9.640327314964258,9.145993370608474,2.771161652381762,2.8500015423067304,33.964963707426016,35.479375696767,-0.022394777586062734,0.0027277767658233747,0.0009169104762025,0.9250000000000002,48
39,90.13155862234744,93.03434787546114,0.10243873751459819,0.10320333018668515,108.74321735504286,110.64977740550387,2.779712234177049,2.9346720032900606,9.646440844939182,9.76161147193898,2.779712234177049,2.9346720032900606,33.70149357900614,34.73383500557414,-0.03283512468139329,-0.0665518802901109,0.0009309307180769,0.9499999999999998,48
40,90.39950811523488,89.9190816499185,0.10506559339083489,0.10724735798063562,112.59543742113844,113.02126301358243,2.7773156138703783,2.8348216749520074,9.705712138056871,9.436592142136067,2.7773156138703783,2.8348216749520074,33.62297599106645,34.63628762541806,-0.0254033568004767,-0.012749074647823948,0.000942733148277,0.975,48
41,90.69948271970253,93.77697200998415,0.10355511447502314,0.0987570965934332,113.90735420250213,113.3991912738934,2.7702763633920053,3.0924759963849184,9.786654310422627,9.436609697946604,2.7702763633920053,3.0924759963849184,33.20596035734227,33.80713489409142,-0.025079863766829164,-0.3235288659731547,0.0009526215526956,1.0,48
42,90.85044875642829,94.43443438653298,0.10120386346345894,0.10251869615773379,114.79502031012396,115.31631701952107,2.77820575544283,2.955220618018405,9.793171036058734,9.978560487097058,2.77820575544283,2.955220618018405,32.982621440536015,34.12764771460424,-0.029557370891173666,-0.09405765930811562,0.0009608734429260001,1.025,48
43,91.0325951968938,98.99845347250319,0.10003411741247915,0.09548749142651845,115.24462011258474,113.39967389742002,2.7667235867611724,3.2070378326004167,9.864036202588805,10.137531458102208,2.7667235867611724,3.2070378326004167,32.808137911781124,33.17307692307693,-0.02184510727723438,-0.5897148922085762,0.0009677368307662,1.05,48
44,91.17113750078106,95.72047168116107,0.09949320488656697,0.10358100469796729,114.93705094639381,116.65257323665365,2.76653046387657,2.9214109053696142,9.892360807704833,10.336434784109644,2.76653046387657,2.9214109053696142,32.63016471245114,34.106744704570794,-0.025617868949969605,-0.07830577840407689,0.0009734296034167,1.075,48
45,91.21138941143425,106.18135567386547,0.101895010522576,0.09817114186219106,117.35590541336138,116.86557532792108,2.7589006814159274,3.8416469966621034,9.92223868950045,9.66883375931743,2.7589006814159274,3.8416469966621034,32.50802624232272,32.49721293199554,-0.02098930378754933,-2.3536745632688203,0.0009781406103348,1.1,48
46,91.5555537324721,100.89501566365942,0.09916415478115576,0.10144211841479406,117.68735063934645,118.0617393960921,2.7601172515487016,3.495271275457464,9.987811619258839,9.649712801378309,2.7601172515487016,3.495271275457464,32.43648799553322,33.15217391304348,-0.01920821145176887,-1.9453477375209332,0.0009820317762478,1.125,48
47,91.635611412846,100.81719462129983,0.10094442380243905,0.098866093475792,119.15524255550487,117.85161358456946,2.754383635439399,3.5074738200209876,10.020303215209596,9.598021839258397,2.754383635439399,3.5074738200209876,32.39984645449469,32.32998885172798,-0.014878810693820304,-1.4472298882901669,0.0009852407423384,1.15,48
48,91.67844641960778,102.47457689159823,0.09715041400966752,0.09429450690299672,118.48118330073184,118.41845398018326,2.749638048889316,3.2171978323389188,10.04393591501322,10.801066052272434,2.749638048889316,3.2171978323389188,32.41031546621999,33.98132664437012,-0.014184089998404176,-0.7033820909758409,0.0009878836934507,1.1749999999999998,48
49,92.14896148160341,91.77303517462816,0.09703984502398223,0.09710791525862615,119.45036552958753,119.84094154103809,2.762978168787868,2.8410051014178834,10.097797238405759,9.78844025367279,2.762978168787868,2.8410051014178834,32.445212171970965,33.15914158305463,-0.02240988612174986,-0.006428435444831845,0.0009900581499349,1.2,48
50,91.89927380501659,92.74208921174142,0.09554586097301788,0.09416015497410012,120.53684474109339,120.32065121824526,2.754866228797195,2.962607473326035,10.07223606052211,9.617895552246866,2.754866228797195,2.962607473326035,32.431253489670574,32.95011148272018,-0.019243213037649778,-0.16000477721293768,0.0009918455914179,1.225,48
51,92.09376769742109,94.23289759927236,0.09425077861715726,0.09478233497401602,121.45986276242668,121.28374637980659,2.7521621542626558,3.053470651840286,10.119124945404975,9.642954274629934,2.7521621542626558,3.053470651840286,32.3073701842546,32.95011148272018,-0.013985011726617808,-0.30350070446729654,0.001,1.25,48
52,92.26487436872299,90.66827629269034,0.09501502949822943,0.09448354835045547,122.81956975916655,122.94065908524504,2.7532127822147676,2.8148858364559337,10.1497696672053,9.645513007182673,2.7532127822147676,2.8148858364559337,32.248045784477945,33.63294314381271,-0.01125169048706689,0.008809926609198269,0.001,1.275,48
53,92.43912928587628,96.23197025678628,0.09509398554482228,0.09534506111458523,124.0275010307164,123.9142111105265,2.7492669195785395,2.8995616168381777,10.196200788108447,10.503857323141933,2.7492669195785395,2.8995616168381777,31.984575656058066,33.18004459308808,-0.0062814814349015395,-0.0519905686378479,0.001,1.3,48
54,92.6905605156684,96.90978286949422,0.09370438032890532,0.09332099663919635,124.62400703121337,125.09696296810971,2.7549458956049513,2.8857027306039726,10.229608753851045,10.68116479851264,2.7549458956049513,2.8857027306039726,31.53964265773311,32.93617614269788,-0.015535856286684661,-0.04787860810756681,0.001,1.3250000000000002,48
55,93.01677928977277,93.70781149486767,0.094726303858347,0.0949953810545321,126.24693657132515,125.59633393431187,2.753910704507035,2.9281568658624337,10.29742908814744,9.912973327954676,2.753910704507035,2.9281568658624337,31.37039363484087,32.14882943143813,-0.017062579592068982,-0.08804174512624739,0.001,1.3500000000000003,48
56,93.00685856956,105.71547604245087,0.09443131602797099,0.09066443905504235,126.91418430606858,126.26950340964721,2.745826524231502,3.6627232359437776,10.31962302605877,10.111538731782732,2.745826524231502,3.6627232359437776,31.37388330541597,31.208193979933114,-0.008502593884865434,-1.690008199463288,0.001,1.375,48
57,93.16337542597772,96.92104785312112,0.09048335383917305,0.09193279246979125,126.82582991187098,126.91948303503868,2.7396008579724995,3.0819203954443353,10.37041068983554,10.094677899111739,2.7396008579724995,3.0819203954443353,31.216848129536572,32.14882943143813,-0.009463233252366381,-0.3550974229971568,0.001,1.3999999999999997,48
58,93.39640671097986,95.89141083614219,0.09131484106805914,0.08914342663524488,127.4734601459977,127.34577781393908,2.7518234407765316,2.839884008784491,10.380053310463177,10.615332150671927,2.7518234407765316,2.839884008784491,31.106923506420994,32.94314381270903,-0.011346458146969468,-0.0024757745365301697,0.001,1.4249999999999998,48
59,93.33516793088631,105.09827550996506,0.09109460771077693,0.09121452420584875,128.1694540783122,128.21649912660868,2.7312372660816613,3.262835916675785,10.429469012526878,11.187261079964431,2.7312372660816613,3.262835916675785,30.97955053042993,31.69593088071349,0.00011899446447690674,-0.6821517062683901,0.001,1.45,48
60,93.5003413757354,94.39537983142678,0.08924485847250067,0.0902832769028138,128.45728829351634,128.75030749537873,2.74544050059027,2.845894481318119,10.4202062976778,10.297585702676704,2.74544050059027,2.845894481318119,30.91848129536572,32.49024526198439,-0.02124129111568132,-0.021217414488395054,0.001,1.4750000000000003,48
61,93.41432551336582,101.63339871759531,0.0901785927741048,0.08882984337917536,129.43783574634128,128.81562105761455,2.7339168245868266,3.343716342662489,10.43719128304224,10.25200156560178,2.7339168245868266,3.343716342662489,30.81902568397543,30.78316610925307,-0.0025560272236664927,-1.0446076951920986,0.001,1.5,48
62,94.0372805988103,99.83326810711337,0.08934573368445209,0.08917409422882315,129.84215797498067,129.92582542348734,2.75206809824552,3.2570587123599872,10.507414264191569,10.15165756163556,2.75206809824552,3.2570587123599872,30.607900614182018,31.42419175027871,-0.009708808114131282,-0.9214545451104641,0.001,1.5249999999999997,48
63,93.91047580464469,99.01960291378741,0.0887288174242614,0.08800171351173637,130.4492815657743,130.37521807658365,2.7344561361986988,3.2465761325497557,10.534891070324838,10.020516747133255,2.7344561361986988,3.2465761325497557,30.525893355667222,31.45903010033445,-0.006075575947761526,-0.887330257644256,0.001,1.55,48
64,93.9886931988329,92.5846283584667,0.08776701401956143,0.08623608228611535,131.47667544957048,131.47483522105244,2.735292471891206,2.8069497038389133,10.548012512454703,10.052534378134753,2.735292471891206,2.8069497038389133,30.43516192071468,31.277870680044597,-0.009575812766949326,0.025291093935569133,0.001,1.575,48
65,94.07632798964853,97.32736175408463,0.08714818704597042,0.08630168995810034,132.55322357943976,132.98933039088976,2.7334271607736444,3.126179725072921,10.571043868231447,10.043075019068011,2.7334271607736444,3.126179725072921,30.403754885538802,31.236064659977703,-0.0014892369508743184,-0.5315322764217854,0.001,1.6000000000000003,48
66,93.97333661608694,93.95727839517752,0.08591267038825788,0.0860741091106857,133.532188086121,132.9630827119651,2.7231681087641397,2.930176222968926,10.581274022342505,9.957119625580882,2.7231681087641397,2.930176222968926,30.353154662199888,31.201226309921964,0.00708022341132165,-0.1132509062687556,0.001,1.625,48
67,94.19995313673162,93.31851301411189,0.08648949906607471,0.086711314339343,133.8533113014758,133.63245506310543,2.7227154916671323,2.8337332787887175,10.627775541185867,10.118433865424715,2.7227154916671323,2.8337332787887175,30.34617532104969,31.939799331103682,0.00489142164587975,-0.007740965733925492,0.001,1.6499999999999997,48
68,94.3462856087453,93.02630653349452,0.0855366442590385,0.08457319574789236,134.2184869112215,134.15497089535364,2.7275272987154793,2.8122490133795317,10.642724231725827,10.124768589800816,2.7275272987154793,2.8122490133795317,30.189140145170295,31.201226309921964,0.0011949241161346522,0.011435117572546024,0.001,1.675,48
69,94.35201132530477,93.1130424343224,0.08483635996999957,0.08477809741194965,135.38608710643368,135.65286348841528,2.7262132263205228,2.8001614519568325,10.647718133859332,10.17803787155162,2.7262132263205228,2.8001614519568325,30.257188721384697,30.253623188405797,0.0015512642761071574,0.027835335582494746,0.001,1.7000000000000002,48
70,94.3218824610505,93.03888077799691,0.08442406085471349,0.08268505260928892,136.28039185495632,135.94005466404568,2.7201503096247173,2.820974169525348,10.659784684711697,10.10112856965566,2.7201503096247173,2.820974169525348,29.99720826353992,30.85284280936455,0.005390401929616931,0.0136059249440829,0.001,1.7250000000000003,48
71,94.43244007937007,95.06046634879266,0.08351359015344721,0.0830398030096693,136.64524125963,136.7063420774413,2.7210884552421946,2.912400686496676,10.679190836401707,10.230941952022421,2.7210884552421946,2.912400686496676,29.766890005583473,30.6438127090301,0.0046444137891133675,-0.10000334804256757,0.001,1.75,48
72,94.86668580447675,93.39197607024458,0.0825002708403045,0.08344391326589871,137.47902512150992,137.9396338828963,2.7292963093898606,2.8253305186429287,10.741452421188056,10.158127018141508,2.7292963093898606,2.8253305186429287,29.410943606923507,30.769230769230774,-0.0005405594905217515,0.006508318086465196,0.001,1.7749999999999997,48
73,94.79360709730838,93.97285609394146,0.08365938213197498,0.08187562734276636,138.8109044454605,138.5539127562357,2.724427063527685,2.8346532235875177,10.740946138915172,10.246525740934123,2.724427063527685,2.8346532235875177,29.180625348967055,30.51839464882943,0.0039429018894831394,-0.012814457217852265,0.001,1.7999999999999998,48
74,94.73821104098671,93.67600549529892,0.08251630483819278,0.08239118508798864,139.58208871327054,139.64704183464997,2.7192605740527482,2.790461452617627,10.745440778108799,10.319409076685092,2.7192605740527482,2.790461452617627,28.894472361809047,30.602006688963215,0.006052748610576006,0.017277687788009647,0.001,1.825,48
75,95.08740910067364,93.43838493241913,0.08227301301870753,0.08118729619711962,140.01548990479134,139.50275180006238,2.7255890145773063,2.7862114475639235,10.796257036856138,10.284904545341247,2.7255890145773063,2.7862114475639235,28.78978224455611,30.260590858416947,0.0007962460319201267,0.020848676562309265,0.001,1.8500000000000003,48
76,95.04399234898459,93.97367215050237,0.08141567887909242,0.08090882090438418,139.94461930556912,140.14780031046607,2.712956176114974,2.81358158360822,10.825657915018212,10.309778395429701,2.712956176114974,2.81358158360822,28.587381351200445,30.476588628762542,0.010570637881755841,0.008910061170657473,0.001,1.875,48
77,95.23645153370468,93.66577405674401,0.08153177359777092,0.08120195107432769,141.15829806464933,140.61446120853276,2.7175488007477977,2.7934875672759953,10.850105935563128,10.308328872789508,2.7175488007477977,2.7934875672759953,28.683347292015636,30.002787068004462,0.007481563836336144,0.009484933068354925,0.001,1.8999999999999997,48
78,95.28163549036104,94.92397266805769,0.08114493049610413,0.08147860182847008,141.567016932766,141.98063904093527,2.71545881496369,2.7985763185997072,10.865408290504144,10.544373703474717,2.71545881496369,2.7985763185997072,28.526312116136236,30.107302118171685,0.00932888314127922,0.010739228377739595,0.001,1.925,48
79,95.33337930778363,96.52824851794121,0.08106404302155375,0.08011474410842236,142.35779362750546,141.92809180259172,2.712255901007563,2.8732101648481128,10.88522375919578,10.641610734355755,2.712255901007563,2.8732101648481128,28.39893914014517,29.515050167224086,0.010565780103206636,-0.052635000397761665,0.001,1.95,48
80,95.52294321954749,93.93776876312434,0.08046887421757472,0.07997266209555219,142.97690369728755,142.8572033464975,2.7174891118877498,2.7857177047476323,10.907432203312647,10.385834590231827,2.7174891118877498,2.7857177047476323,28.437325516471244,30.037625418060202,0.0025801844894886065,0.019704180459181476,0.001,1.9750000000000003,48
81,95.18614882932968,94.2050013499648,0.0804359616273659,0.08027395470213027,143.69214659426746,143.51544011051172,2.700054704452413,2.826585615882307,10.892240059290067,10.316485603044065,2.700054704452413,2.826585615882307,28.374511446119485,29.947045707915276,0.018446238090594622,0.009620738526185365,0.001,2.0,48
82,95.62029727246761,96.8975522284258,0.07971545859735686,0.07934492499147831,144.0337234833998,144.2138796372956,2.7139709797120504,2.9207382353818008,10.937396675298361,10.572583976796638,2.7139709797120504,2.9207382353818008,28.177345058626468,28.88099219620959,0.008769650012254729,-0.09579253196716309,0.001,2.0250000000000004,48
83,95.92117070579316,96.72294011615723,0.07917742509302543,0.07883043425774457,145.18985460980653,144.95875619705706,2.7264999471925147,2.9592361628693613,10.959860857012451,10.422121783039442,2.7264999471925147,2.9592361628693613,27.90515075376884,28.860089186176143,0.0034938156604766937,-0.14654345313707987,0.001,2.05,48
84,95.82813613139206,95.57017055216973,0.0786467744040446,0.07845431431922463,145.84201809446083,145.8729548373217,2.7058033565156023,2.8497212029569923,11.003319448474763,10.52000502289305,2.7058033565156023,2.8497212029569923,27.849316024567283,28.804347826086957,0.013148638109366109,-0.023501622180143993,0.001,2.0749999999999997,48
85,95.95037889893264,94.82915316404176,0.07879166601448273,0.07809179270280621,146.78014035760057,146.75628044214537,2.7073875311855695,2.8149674542107044,11.022798824100638,10.475958695961214,2.7073875311855695,2.8149674542107044,27.908640424343943,29.549888517279825,0.013514144966999694,0.006280484298865009,0.001,2.1,48
86,96.17148013530264,94.86358814654143,0.0779830778728423,0.07723090192975797,147.1573141661521,146.9638526079514,2.7061143619372885,2.7851405207860958,11.070924787939694,10.57245709653217,2.7061143619372885,2.7851405207860958,27.84582635399218,28.860089186176143,0.012550917764504755,0.025169935077428828,0.001,2.125,48
87,96.19541447259807,94.59770088849659,0.0771939416652807,0.07692854562362524,147.79064283991312,147.42155389476116,2.709884053041055,2.7987213970526406,11.06443387705111,10.478505939876488,2.709884053041055,2.7987213970526406,27.798715801228365,28.936733556298776,0.014488168060779577,0.024550774445136387,0.001,2.15,48
88,96.34263484255685,94.92846586818547,0.07740129725553323,0.07744838898069016,148.38039485140928,148.4609164942467,2.7093835146416505,2.7911493385349764,11.095220017464783,10.567063408767766,2.7093835146416505,2.7911493385349764,27.758584589614742,29.431438127090303,0.01347566892703375,0.025508134315411258,0.001,2.175,48
89,96.3827348120182,94.42478946990924,0.07748082062706907,0.07713229861566107,148.9883248939453,148.6699410275605,2.7131501111045417,2.78308052387724,11.091802825430529,10.490555899099363,2.7131501111045417,2.78308052387724,27.734156895589056,29.542920847268675,0.007112232347329464,0.026358177264531463,0.001,2.2,48
