epoch,train_loss,val_loss,train_acc,val_acc,num_tracts
71,0.4012595583959823,1.140648267730248,83.86376326074819,67.69091415830546,48
72,0.40162510229383824,1.0764567199533799,83.85154941373534,68.40858416945373,48
73,0.400720911189947,0.9988535341091346,83.82712171970967,68.16471571906355,48
74,0.3998349032753226,0.9600508228648317,83.9178531546622,68.54096989966555,48
75,0.3990719511357226,0.9239642699794177,83.82712171970967,69.126254180602,48
76,0.4010751864595712,0.9373595916594449,83.8463149078727,67.98355629877369,48
77,0.4011648276967419,0.889584817024469,83.78873534338358,68.9938684503902,48
78,0.39767365647081565,0.9298810052291938,83.90389447236181,69.56521739130434,48
79,0.39522449129704634,0.8929478135655572,84.05220547180346,68.98690078037903,48
80,0.3969192661758146,0.875283832411586,84.13072305974316,69.44676700111482,48
81,0.39781287119665093,0.874237217798148,84.04348129536571,70.50585284280936,48
82,0.397670560140716,0.8036953391675467,84.0173087660525,70.44314381270902,48
83,0.39733267324445704,0.829411457857551,83.97368788386376,70.74972129319956,48
84,0.3965442755141533,0.8017161130248969,83.9893914014517,71.22352285395763,48
85,0.39632573189933556,0.8309226407251065,84.17608877721943,71.49526198439243,48
86,0.39532700583696495,0.7881144476242555,84.1603852596315,71.27229654403567,48
87,0.39707821043050157,0.7377653886110355,84.18830262423226,72.31047937569677,48
88,0.39294389931257295,0.737510597010412,84.17608877721943,72.65886287625418,48
89,0.39546242120219705,0.7386530173076534,83.97543271915131,72.93756967670011,48
90,0.3937639564084381,0.7281681527492644,84.28426856504746,72.5613154960981,48
91,0.39484111787512116,0.7548050964853353,84.19702680067002,72.31047937569677,48
92,0.39545132382447856,0.7258400734972911,84.08535734226689,72.95150501672241,48
93,0.39634951687688846,0.7402209892667573,84.18481295365717,72.89576365663322,48
94,0.3919284247436016,0.7651907182262261,84.1534059184813,72.72853957636566,48
95,0.3929012397336417,0.7037956012026672,84.03475711892797,73.34866220735786,48
96,0.3938341843674613,0.7009874789071255,84.23017867113344,73.86426978818282,48
97,0.38867932228040775,0.7249931609185377,84.39942769402568,73.40440356744705,48
98,0.39473417898955154,0.6961159829814464,84.15689558905639,73.84336677814939,48
99,0.3921130405461269,0.6862034005452458,84.38895868230038,73.5855629877369,48
100,0.3903546387055137,0.6985396004480245,84.25635120044667,73.39046822742475,48
101,0.3963479057832146,0.7110697817609727,83.9859017308766,73.5576923076923,48
102,0.39280982030969525,0.6876095133379866,84.21621998883306,74.1778149386845,48
103,0.3921434117820673,0.6974959095800867,84.33835845896148,73.51588628762542,48
104,0.39395760826606324,0.7053584805570351,84.2179648241206,73.9757525083612,48
105,0.3914972687174427,0.7281082771737192,84.31567560022334,73.53678929765887,48
106,0.3927505708391617,0.7090870977598455,84.14119207146845,74.1917502787068,48
107,0.39366839047456875,0.6836501872364261,84.35755164712451,74.51226309921962,48
108,0.39531315074862294,0.6626061731077307,84.12548855388052,74.84671125975474,48
109,0.39377412795869704,0.6684284742450219,84.05220547180346,74.6376811594203,48
110,0.39079053823288584,0.6770188623422563,84.21273031825795,74.24749163879598,48
111,0.39147714554789276,0.6613918622797864,84.40640703517587,75.04877369007804,48
112,0.3927632525369799,0.6572872281797155,84.29473757677276,75.13238573021182,48
113,0.39370765251958756,0.657289857662583,84.1534059184813,75.06270903010034,48
114,0.39069754418270636,0.6546129858279092,84.35406197654942,75.10451505016722,48
115,0.39187643426043534,0.6554984807035779,84.39244835287549,75.00696767001115,48
116,0.392928241719328,0.6596098321115177,84.22668900055835,75.04180602006689,48
117,0.3928300465354701,0.6522905921237491,84.28775823562255,75.35535117056857,48
118,0.3916528534166523,0.647693906893067,84.30171691792295,75.4180602006689,48
119,0.39189537697316196,0.651818182722249,84.28426856504746,75.376254180602,48
120,0.3942697488828674,0.6546815560410087,84.10106085985483,75.20903010033445,48
121,0.3935032413660386,0.6526978995792211,84.10106085985483,75.43199554069119,48
122,0.39228743698842106,0.6467349898524857,84.29299274148521,75.50167224080268,48
123,0.39453674190990223,0.6456609608453917,84.03999162479062,75.55741360089186,48
124,0.3907297967256076,0.6461362994733861,84.34359296482411,75.50167224080268,48
125,0.39181141658061575,0.6424747127863094,84.21447515354551,75.7943143812709,48
126,0.3922925049154112,0.6446440508329583,84.19877163595756,75.68283166109252,48
127,0.3894533934498061,0.6428294903053637,84.25286152987158,75.74554069119286,48
128,0.3921086716283391,0.6452909452475217,84.31567560022334,75.51560758082498,48
129,0.39174196260291216,0.6444331355042,84.35929648241206,75.55741360089186,48
130,0.3925276067878038,0.6432357220095453,84.25460636515913,75.53651059085841,48
131,0.391301462937423,0.6450764506000407,84.40466219988834,75.50167224080268,48
132,0.391485159440847,0.6415436900601854,84.31044109436068,75.71767001114827,48
133,0.38908073900913326,0.6396878158711021,84.2964824120603,75.91276477146043,48
134,0.3909380896030475,0.6399358034075768,84.32439977666108,75.8221850613155,48
135,0.39071125268524315,0.6408666030471623,84.37674483528755,75.78037904124861,48
136,0.3936296340155076,0.6408199971892695,84.14468174204355,75.82915273132664,48
137,0.3920614067237566,0.6416221489639767,84.19179229480737,75.81521739130434,48
138,0.3923700525449294,0.6399264028929216,84.18132328308208,75.87095875139353,48
139,0.39050958226245086,0.6408354032892679,84.31916527079844,75.97547380156077,48
140,0.39080299129777196,0.6409148333102066,84.45526242322724,75.97547380156075,48
141,0.3916523965069892,0.6433127973718753,84.33137911781128,75.74554069119286,48
142,0.3899624611259896,0.6434642618704782,84.26682021217196,75.78734671125976,48
143,0.3916697608684525,0.6433639530977079,84.34882747068677,75.74554069119286,48
144,0.3905550912420392,0.6431799060607967,84.20400614182022,75.75947603121516,48
145,0.39319643868281107,0.6424747113389697,84.1499162479062,75.84308807134894,48
146,0.39330830733150884,0.6417953353354431,84.16910943606923,75.86399108138238,48
147,0.39117730829900094,0.6399220316561817,84.31044109436068,75.92670011148272,48
148,0.39064442084780837,0.6397864827065995,84.40640703517589,75.8639910813824,48
149,0.3909861800957124,0.6410698576403601,84.37848967057509,75.87095875139353,48
150,0.3894304171426088,0.6421319007761402,84.4604969290899,75.8500557413601,48
151,0.3922202880598296,0.6411568874954231,84.33835845896148,75.90579710144927,48
152,0.38937938093982055,0.6414867938291634,84.39419318816304,75.92670011148272,48
153,0.38892812878080646,0.6407824324873778,84.42734505862647,75.9824414715719,48
154,0.39178918852064687,0.6403778460543341,84.20051647124511,75.96153846153847,48
155,0.39001831406075355,0.6405771090643877,84.25111669458403,75.80128205128206,48
156,0.39091844082352906,0.6402328314566974,84.32439977666108,75.87792642140468,48
157,0.3914653027873738,0.6402457275395691,84.26158570630933,75.9824414715719,48
158,0.39240054656048934,0.6398316841933839,84.24413735343383,75.84308807134894,48
159,0.3910471907063345,0.639773942773109,84.48666945840313,75.9824414715719,48
160,0.38847958857384945,0.6398110396935789,84.40466219988834,76.0242474916388,48
161,0.39134987135818683,0.6406182228902162,84.29299274148521,75.86399108138238,48
162,0.39105175851076207,0.6403742194188179,84.27903405918481,76.0103121516165,48
163,0.39111470877510635,0.640985530299636,84.36627582356225,75.87095875139353,48
164,0.39192101009510405,0.6409237691810731,84.10455053042993,75.90579710144927,48
165,0.39515189229760844,0.6400528163768542,84.04522613065326,75.94760312151617,48
166,0.3904879085604145,0.640744486476898,84.35231714126186,75.89186176142698,48
167,0.39247920690104365,0.6413021015102996,84.14817141261865,75.82915273132664,48
168,0.38891675648612806,0.6409851241692768,84.23017867113344,75.8639910813824,48
169,0.389371862117095,0.6411379939568133,84.46922110552764,75.8500557413601,48
170,0.38837944122113494,0.6407146177263962,84.48492462311557,75.91276477146043,48
171,0.3915350560630848,0.6414246697481327,84.20924064768286,75.8500557413601,48
172,0.391869583271136,0.641359241873466,84.20749581239531,75.88489409141583,48
173,0.3898574279843284,0.6412716295358329,84.38721384701284,75.91276477146043,48
174,0.3895368780977171,0.6411023598668916,84.34359296482411,75.9963768115942,48
175,0.39181494737529654,0.6409518466058001,84.24588218872138,75.94760312151617,48
176,0.38908054915348833,0.6406633627581241,84.32788944723619,75.93366778149387,48
177,0.39339641094288885,0.6409963005696867,84.17259910664434,76.0103121516165,48
178,0.39178968939747155,0.6410756491772507,84.38023450586265,75.93366778149387,48
179,0.3893368562050621,0.6418461606660266,84.49015912897822,75.92670011148272,48
180,0.3923937834269928,0.6418178905831565,84.16387493020659,75.8082497212932,48
181,0.39083156976037636,0.6408337295042931,84.34184812953657,75.93366778149387,48
182,0.3922212459591577,0.6409404249373852,84.44479341150195,75.88489409141583,48
183,0.39197290865969614,0.6407076618909304,84.19528196538246,75.91276477146043,48
184,0.3905590147301055,0.6402121146034071,84.27205471803462,75.89186176142698,48
185,0.3905718232562743,0.6406678660921212,84.11676437744278,75.91973244147157,48
186,0.3895154329480126,0.6408850420712843,84.47271077610274,75.93366778149387,48
187,0.3891721711863749,0.6408831396429834,84.57042155220547,76.03818283166109,48
188,0.3944413937287148,0.6407634790772894,84.22843383584589,76.01727982162764,48
189,0.391739250255914,0.6406769303692175,84.30869625907314,75.85702341137123,48
190,0.39201491115077086,0.6407245029887411,84.22668900055835,75.85702341137123,48
191,0.3889484913309382,0.6407013737774114,84.50411781127862,75.89186176142698,48
192,0.3907787440987413,0.6413955804803632,84.40466219988834,75.84308807134894,48
193,0.3907746436315656,0.6408878374645443,84.23541317699609,75.8500557413601,48
194,0.387562175352326,0.6416052017576884,84.36278615298716,75.7943143812709,48
195,0.39047248610323954,0.640826194205528,84.34882747068677,75.89882943143813,48
196,0.3907455337688322,0.6411414183406294,84.28252372975992,75.93366778149387,48
197,0.38825272559747304,0.640871014508316,84.53726968174205,75.82915273132664,48
198,0.38649685812868606,0.6410632531408847,84.46398659966499,75.91276477146043,48
199,0.39042416679980213,0.6407817957306088,84.38546901172529,75.85702341137123,48
200,0.3864192125914771,0.6409189216273451,84.5110971524288,75.89186176142698,48
201,0.3893835911254795,0.6404955564212125,84.40466219988834,75.9685061315496,48
202,0.3906573263069251,0.6403000159749768,84.21447515354551,75.91276477146043,48
203,0.38982996258727104,0.6412949720324913,84.39244835287549,75.88489409141583,48
204,0.3885412611177015,0.6410850820743137,84.41687604690118,75.8639910813824,48
205,0.390330490263076,0.6408584089181412,84.35580681183696,75.87095875139353,48
206,0.3924326938314395,0.6406826196599714,84.10804020100502,75.94760312151617,48
207,0.3903545662586534,0.6408342034166622,84.31567560022334,75.93366778149387,48
208,0.39121535298607446,0.6409087677194488,84.33486878838637,75.93366778149387,48
209,0.3917720346947657,0.6410459989459651,84.34708263539922,75.85702341137123,48
210,0.39194607430895334,0.6402071277354506,84.23017867113344,75.95457079152732,48
211,0.38930851485921325,0.6411414506669709,84.46224176437745,75.87095875139353,48
212,0.38864916524501947,0.6411871470234781,84.5320351758794,75.90579710144927,48
213,0.38999728286157337,0.6407669774955398,84.31567560022334,75.98940914158305,48
214,0.3889805776176798,0.6403701477585445,84.46573143495253,76.0242474916388,48
215,0.3868177950658873,0.6400016078937263,84.46224176437745,75.9963768115942,48
216,0.390011618579964,0.6403632733624101,84.47445561139028,75.98940914158305,48
217,0.3909870047620921,0.6405008740478103,84.29822724734785,76.0103121516165,48
218,0.3919526644265316,0.6402755977301428,84.20051647124511,76.00334448160535,48
219,0.3920089843535264,0.640655469022683,84.26333054159687,75.97547380156077,48
220,0.39268523449934123,0.6402438730385607,84.16387493020659,75.94760312151617,48
221,0.38830192404368075,0.6407040247564914,84.39419318816304,75.87792642140468,48
222,0.3913312305835149,0.6411592323029852,84.25286152987158,75.90579710144927,48
223,0.3929003941538441,0.6410956305390434,84.19702680067002,75.91973244147157,48
224,0.3893254958470167,0.6407521028526402,84.49364879955333,75.9685061315496,48
225,0.39104004918443197,0.6416278940728277,84.39070351758794,75.90579710144927,48
226,0.3897031547609843,0.6413843562159949,84.48143495254048,75.88489409141583,48
227,0.3918947630888449,0.6408639026363457,84.2249441652708,75.91276477146043,48
228,0.39206312233316937,0.6403833149196195,84.31044109436068,75.91276477146043,48
229,0.3897306130757521,0.6404425283756893,84.33661362367393,75.91276477146043,48
230,0.391181184991358,0.6410889950494719,84.32614461194864,75.8500557413601,48
231,0.39023927210594594,0.6411548469448202,84.43606923506421,75.88489409141583,48
232,0.39118490159191244,0.6408463882930253,84.28601340033501,75.93366778149387,48
233,0.38836720719801426,0.6409276421124753,84.375,75.88489409141583,48
234,0.3875821225866696,0.6411896867110677,84.43432439977666,75.81521739130434,48
235,0.3905595975539567,0.6416118803653147,84.32439977666108,75.82915273132664,48
236,0.39180946958291335,0.6404991259740265,84.26333054159687,75.91276477146043,48
237,0.3914635206771872,0.6410687441762158,84.25111669458403,75.89882943143813,48
238,0.38823592145253843,0.6406580619887764,84.32439977666108,75.96153846153847,48
239,0.39061844650560307,0.6408803884164246,84.3034617532105,75.93366778149387,48
240,0.39092912117725453,0.6410256959850938,84.20575097710777,75.96153846153847,48
241,0.38886171654761165,0.6411843894417071,84.27030988274707,75.88489409141583,48
242,0.3926519639088056,0.6413743339225634,84.33137911781128,75.87095875139353,48
243,0.39219668981609296,0.6415424903339749,84.13770240089336,75.81521739130434,48
244,0.39220386403516594,0.640823610866216,84.29299274148521,75.89882943143813,48
245,0.38995553729592886,0.640930412207401,84.39070351758794,76.05908584169454,48
246,0.39079438153725055,0.6407486494867299,84.24239251814629,75.98940914158305,48
247,0.3908756651319168,0.6411783118434292,84.39419318816304,75.88489409141583,48
248,0.39074502953435825,0.6412240905435953,84.3680206588498,75.92670011148272,48
249,0.3904245862540217,0.640554682994334,84.2964824120603,75.96153846153847,48
250,0.39039983421809543,0.6411052862620407,84.33486878838637,75.9824414715719,48
251,0.3911397054298489,0.6405793649301249,84.40989670575098,76.0242474916388,48
252,0.38986590741064947,0.6408297387922521,84.31393076493579,75.94760312151617,48
253,0.3912399703756886,0.6415385607715153,84.23017867113344,75.8361204013378,48
254,0.39133466888215995,0.6411922588007921,84.34708263539922,75.88489409141583,48
255,0.38954694111457605,0.6410451704436869,84.28077889447236,75.91276477146043,48
256,0.39068567044778174,0.6408406766141903,84.17085427135679,75.84308807134894,48
257,0.39114437914504924,0.6408076264418936,84.28077889447236,75.8500557413601,48
258,0.3901335298804445,0.6409614861682223,84.4325795644891,75.8361204013378,48
259,0.39014412415027205,0.6406931330210041,84.36976549413735,75.89882943143813,48
260,0.3917132524221237,0.6408201678382978,84.29299274148521,75.96153846153847,48
261,0.38890520510399457,0.640791504173524,84.34359296482411,75.93366778149387,48
262,0.3906559186890339,0.6404812380312263,84.39593802345058,75.91276477146043,48
263,0.39224657589400164,0.6418641828075301,84.31742043551088,75.8221850613155,48
264,0.39187121444388534,0.6412573242746916,84.18306811836963,76.01727982162764,48
265,0.39346236292437126,0.640807926829244,84.23541317699609,75.92670011148272,48
266,0.3907522655805622,0.6408375965653521,84.18830262423226,75.89186176142698,48
267,0.3892426835711045,0.6407681291823254,84.41687604690118,75.87095875139353,48
268,0.3920772972327955,0.6407294961028922,84.42560022333892,76.03121516164994,48
269,0.3901147029655379,0.6405204194592709,84.28601340033501,75.94760312151617,48
270,0.3924130316930841,0.640232860704587,84.18830262423226,75.98940914158305,48
271,0.39228595144233425,0.6409313533436445,84.18481295365717,75.95457079152732,48
272,0.3895215190752575,0.6409033638515501,84.36976549413735,75.90579710144927,48
273,0.3904988456476897,0.6408006791056547,84.48492462311557,75.80128205128206,48
274,0.39164205304295496,0.6408760840262192,84.2179648241206,75.8361204013378,48
275,0.3913995344706591,0.640295849470349,84.24588218872138,75.88489409141583,48
276,0.392553889636722,0.6405189564013428,84.23715801228364,75.94063545150502,48
277,0.38861217109163015,0.641019235913296,84.44479341150195,75.9685061315496,48
278,0.3894545504140045,0.6408763619081648,84.36104131769962,75.88489409141583,48
279,0.3943407495538868,0.6415037427195156,84.2964824120603,75.91276477146043,48
280,0.3913728989362259,0.6406890341519911,84.18481295365719,75.94063545150502,48
281,0.39009442225479246,0.6414569091869969,84.41687604690118,75.89186176142698,48
282,0.39021435470644245,0.641722470006948,84.39070351758794,75.84308807134894,48
283,0.38993150145850247,0.6408409815885899,84.41338637632607,75.89882943143813,48
284,0.39199528782025267,0.6410162565054386,84.11501954215522,75.91973244147157,48
285,0.3922024288961985,0.6407834522139567,84.2964824120603,75.93366778149387,48
286,0.39288592330683986,0.6402154911596042,84.29473757677276,75.93366778149387,48
287,0.3908589639810669,0.640565987439658,84.29124790619765,75.87792642140468,48
288,0.39085501986610355,0.6405290109204044,84.11501954215522,75.8500557413601,48
289,0.3923683998152605,0.6406677460947895,84.24588218872138,75.88489409141583,48
290,0.39026668846205764,0.6405247263651893,84.3680206588498,75.95457079152732,48
291,0.3931825263524508,0.6410586853909287,84.18132328308208,75.91973244147157,48
292,0.39151604468858836,0.6407494383595195,84.20749581239531,75.95457079152732,48
293,0.3897901894012492,0.6400853833796222,84.38023450586265,75.91973244147157,48
294,0.39289827606812877,0.6409291349748023,84.3034617532105,75.87095875139353,48
295,0.3908325829488573,0.6414257488737802,84.29997208263539,75.8639910813824,48
296,0.39035301882069556,0.6408071895477797,84.42734505862647,75.94760312151617,48
297,0.3902084666974052,0.641421959797749,84.35929648241206,75.87792642140468,48
298,0.3903910686245831,0.6402702524774233,84.35406197654942,75.9685061315496,48
299,0.39101646801546247,0.6406373262048233,84.27030988274707,75.93366778149387,48
300,0.39104327565009145,0.6417692267515571,84.35057230597432,75.8221850613155,48
301,0.3912990281523721,0.6409524700084209,84.37848967057509,75.91973244147157,48
302,0.3888247091690258,0.6412595842280732,84.40466219988834,75.74554069119286,48
303,0.3901076580560025,0.6410554724682118,84.28426856504746,75.89882943143813,48
304,0.3895783411715406,0.6410455245985635,84.35057230597431,75.94760312151617,48
305,0.38998446121108826,0.640538625864555,84.36104131769962,75.89186176142698,48
306,0.3909486762205339,0.6404979990217979,84.19877163595756,75.88489409141583,48
307,0.38838761107708025,0.640835063304615,84.64370463428251,75.93366778149387,48
308,0.38986757132944944,0.6412452133299748,84.29997208263539,75.8221850613155,48
309,0.39098590172542286,0.6411730056865309,84.24064768285874,75.87792642140468,48
310,0.38947630463514343,0.6411570533611702,84.37325516471245,75.89882943143813,48
311,0.3889922475071009,0.6413813598096836,84.4535175879397,75.87095875139353,48
312,0.38902533589199284,0.6409409854274529,84.45875209380235,75.91276477146043,48
313,0.3924661500292083,0.6409032995840628,84.375,75.95457079152732,48
314,0.39330811966013,0.6411043134805566,84.19353713009492,75.94760312151617,48
315,0.3908744701025732,0.641191152497553,84.21970965940815,75.93366778149387,48
316,0.38716011472662054,0.6412625358104623,84.47620044667782,75.8361204013378,48
317,0.39317983920056226,0.6412098268410368,84.12374371859296,75.7943143812709,48
318,0.387849107129361,0.6413422604408135,84.46922110552764,75.89186176142698,48
319,0.38896102453350584,0.641231292572159,84.42734505862647,75.91276477146043,48
320,0.3910847329981791,0.641539245390166,84.58438023450587,75.8639910813824,48
321,0.38954682979422833,0.6403368709187377,84.56344221105527,75.94760312151617,48
322,0.3925203220523053,0.6409411700920035,84.25111669458403,75.80128205128206,48
323,0.39051783911411664,0.6407299711002471,84.4535175879397,75.94063545150502,48
324,0.3912338947675527,0.6410516082748372,84.34010329424902,75.87792642140468,48
325,0.38836791235558366,0.6410690157766659,84.43083472920156,75.88489409141583,48
326,0.39171175551764553,0.6409539254351105,84.43781407035176,75.87792642140468,48
327,0.390321621659619,0.6406934270313386,84.53029034059185,75.8639910813824,48
328,0.39093433500494806,0.6408899155369604,84.26856504745952,75.92670011148272,48
329,0.38943098913846996,0.6408364980304022,84.36453098827471,75.8500557413601,48
330,0.3908972461192568,0.6402328410201448,84.17783361250697,75.91973244147157,48
331,0.39200248303321367,0.6412970022637908,84.41513121161363,75.8500557413601,48
332,0.391107509821645,0.6415569837336972,84.29473757677276,75.88489409141583,48
333,0.3896634898555118,0.6411853267592166,84.22145449469569,75.90579710144927,48
334,0.39037377752690244,0.6408962917928412,84.38023450586265,75.9685061315496,48
335,0.3904663261534705,0.6404958793264269,84.5110971524288,75.95457079152732,48
336,0.3898273487954953,0.640799956222832,84.43606923506421,75.96153846153847,48
337,0.3885936998080468,0.6404377972310535,84.38023450586265,75.9685061315496,48
338,0.3922880276403739,0.640583510158652,84.26856504745952,75.92670011148272,48
339,0.39135184215245494,0.640691138816418,84.30171691792295,75.93366778149387,48
340,0.3895365162973569,0.6410480248269396,84.375,75.9685061315496,48
341,0.39066039179287965,0.6409499128790387,84.28775823562255,76.00334448160535,48
342,0.3919422272743583,0.640412909718004,84.36278615298716,75.9824414715719,48
343,0.3884730630651499,0.6411459626933121,84.37848967057509,75.9685061315496,48
344,0.3932403221431056,0.6415133470474196,84.13944723618091,75.8500557413601,48
345,0.3892534100063174,0.6414146818907945,84.34882747068677,75.81521739130434,48
346,0.389976468279912,0.6411024310336414,84.4535175879397,75.88489409141583,48
347,0.38889917870333474,0.6414708931241995,84.49888330541597,75.93366778149387,48
348,0.38775694459034016,0.6419223132486161,84.47794528196538,75.78037904124861,48
349,0.39099477188914417,0.6410011689364495,84.26682021217196,75.90579710144927,48
350,0.3916019313783597,0.640985063804623,84.3034617532105,75.91973244147157,48
351,0.3885532970233945,0.6410939884657578,84.42036571747627,75.89882943143813,48
352,0.3913537392931996,0.6408846862396119,84.26158570630933,75.85702341137123,48
353,0.3883319420631848,0.6414075139068989,84.48841429369067,75.79431438127091,48
354,0.3928738487455401,0.6408156362303025,84.25635120044667,75.87792642140468,48
355,0.3897708472475983,0.6398555008952019,84.33137911781128,76.0103121516165,48
356,0.3904712492127402,0.6403182665230821,84.35057230597431,76.01727982162764,48
357,0.38920428315286754,0.6410974595890927,84.20575097710777,75.95457079152732,48
358,0.38896997347536494,0.6406698519895591,84.4430485762144,75.91276477146043,48
359,0.39066963589275466,0.6407821977899358,84.37674483528754,75.88489409141583,48
360,0.3876101377163767,0.6409957476983983,84.38023450586265,75.88489409141583,48
361,0.3901038038898477,0.6410063298007965,84.31742043551088,75.8361204013378,48
362,0.39007074036336453,0.640957301461793,84.2895030709101,75.91276477146043,48
363,0.39129766348971956,0.6415435842943348,84.17434394193188,75.8361204013378,48
364,0.3902576058132689,0.6416093295631119,84.36453098827471,75.87095875139353,48
365,0.3899834807265377,0.6413467040486891,84.53029034059185,75.8221850613155,48
366,0.3907108582191727,0.641528758214145,84.29124790619765,75.84308807134894,48
367,0.3925442432564548,0.6410788025545037,84.16387493020659,75.88489409141583,48
368,0.3908401119906511,0.6415258358215027,84.3959380234506,75.91276477146043,48
369,0.3905862494356751,0.6413919204978923,84.38721384701284,75.85702341137123,48
