epoch,epoch_percentage,train_mae,val_mae,train_r2,val_r2,num_tracts
1,0%,5.783393618798935,8.082834496047584,-3.059823825955391,-4.878473470608394,48
200,25%,2.1662655179474624,2.4944378595172094,0.3272400572896003,0.23517461493611333,48
400,50%,2.1746938075477154,2.493699235727423,0.3245610023538271,0.23630257447560624,48
600,75%,2.167055741813614,2.494002388015705,0.3276906783382098,0.2358917432526747,48
800,100%,2.166303456070901,2.493737517798957,0.3256260901689529,0.2358422204852104,48
