epoch,epoch_percentage,train_loss,val_loss,train_recon_loss,val_recon_loss,num_tracts,beta
1,0%,0.18737922322605405,0.07438270996093764,0.1873537127527398,0.07421562646458818,48,7.686158073360571e-06
100,25%,0.004430896413662968,0.004467431039108737,0.0029748623222511338,0.003025844627266213,48,0.001
200,50%,0.004288042714217289,0.004323975527880629,0.00285590533385398,0.002906140893906988,48,0.001
300,75%,0.004298511374668449,0.004280345676830117,0.0028673264747926855,0.0028634598642312773,48,0.001
400,100%,0.004317060105271687,0.004273056934006089,0.0028868865957802753,0.002857173868711916,48,0.001
