epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,current_beta,current_lr
1,0.22197419310135258,0.2185144727943733,0.22197419310135258,0.2185144727943733,0.07237239172011364,0.08693639420745365,0.0,0.0001
2,0.21907406631027235,0.21554045289455848,0.21907406631027235,0.21554045289455848,0.11363755653251954,0.17484439495813886,0.0,0.0001
3,0.21598166514381492,0.21220918443290684,0.21598166514381492,0.21220918443290684,0.2949301599457835,0.5839748699529513,0.0,0.0001
4,0.21214921727551886,0.20736674231829053,0.21214921727551886,0.20736674231829053,1.1607256997969482,2.5672394806724728,0.0,0.0001
5,0.20587572967087603,0.19824704213883965,0.20587572967087603,0.19824704213883965,5.353884051592905,11.783680759544755,0.0,0.0001
6,0.19185583418238303,0.17490111371147193,0.19185583418238303,0.17490111371147193,23.999048843255995,52.14752323571655,0.0,0.0001
7,0.16166125807031315,0.14291959477706898,0.16166125807031315,0.14291959477706898,102.28913475560583,198.99077981291805,0.0,0.0001
8,0.13524897371604414,0.11914926615347432,0.13524897371604414,0.11914926615347432,220.42431839986062,178.92022077375432,0.0,0.0001
9,0.11138331555641276,0.09842036776618415,0.11138331555641276,0.09842036776618415,156.77014300731358,152.26313383682916,0.0,0.0001
10,0.09149208180668765,0.08067370674582229,0.09149208180668765,0.08067370674582229,163.73435447603416,159.31354096581705,0.0,0.0001
11,0.07465773037130909,0.0654743713479377,0.07465773037130909,0.0654743713479377,151.6549753415924,149.74541756620374,0.0,0.0001
12,0.06063971833842284,0.053250768524049516,0.06063971833842284,0.053250768524049516,154.73307439909507,154.52360350950107,0.0,0.0001
13,0.04910232396905546,0.043043213743828614,0.04910232396905546,0.043043213743828614,155.85109957338778,161.01151252670033,0.0,0.0001
14,0.039951560048501894,0.035112310587163756,0.039951560048501894,0.035112310587163756,165.23598790767804,167.03472262481384,0.0,0.0001
15,0.03271666565095659,0.02888679534296527,0.03271666565095659,0.02888679534296527,174.73391074431402,178.0518998366136,0.0,0.0001
16,0.027035376369029633,0.02409208216470819,0.027035376369029633,0.02409208216470819,185.07946140921894,191.10330980996224,0.0,0.0001
17,0.022672486920502517,0.020343948685156064,0.022672486920502517,0.020343948685156064,195.6415756711209,202.11441147207816,0.0,0.0001
18,0.019277827920301676,0.017452176436034333,0.019277827920301676,0.017452176436034333,207.17451701970955,212.63903818800298,0.0,0.0001
19,0.016638534591288324,0.015231851161298745,0.016638534591288324,0.015231851161298745,219.15709365512458,223.165772658128,0.0,0.0001
20,0.014601246140260793,0.013497054038014898,0.014601246140260793,0.013497054038014898,230.0252371169814,234.66914321746316,0.0,0.0001
21,0.013033704451555184,0.012140620369028089,0.013033704451555184,0.012140620369028089,242.64763688641776,246.798980049465,0.0,0.0001
22,0.011779450622685192,0.01104558431496688,0.011779450622685192,0.01104558431496688,254.66130053138414,259.8836748512294,0.0,0.0001
23,0.010786402134390133,0.010201935684401853,0.010786402134390133,0.010201935684401853,265.8137095082345,270.8792832798782,0.0,0.0001
24,0.010012192531509116,0.009537493000211924,0.010012192531509116,0.009537493000211924,275.8208588004312,280.2124766474185,0.0,0.0001
25,0.0093960256036527,0.008995131844885174,0.0093960256036527,0.008995131844885174,285.3531268709269,288.8512148649796,0.0,0.0001
26,0.008897100888829135,0.008554586053617225,0.008897100888829135,0.008554586053617225,294.510024078727,297.54613522941054,0.0,0.0001
27,0.00847928294322299,0.008176474975278744,0.00847928294322299,0.008176474975278744,302.68748527795225,305.35234636287623,0.0,0.0001
28,0.008105497457823362,0.007823974059203197,0.008105497457823362,0.007823974059203197,310.7042674411282,312.6387892503005,0.0,0.0001
29,0.007772179864896102,0.007507061212009012,0.007772179864896102,0.007507061212009012,318.10239010400306,319.67892292749923,0.0,0.0001
30,0.007477851854434465,0.007245946997919908,0.007477851854434465,0.007245946997919908,325.89188363284524,326.44380060406434,0.0,0.0001
31,0.007223860388762088,0.007005071272157806,0.007223860388762088,0.007005071272157806,333.2325077024936,333.7913513183594,0.0,0.0001
32,0.006985667607024736,0.006783142466297417,0.006985667607024736,0.006783142466297417,340.3069012768105,343.4562466726654,0.0,0.0001
33,0.006768756683360492,0.006578097152632714,0.006768756683360492,0.006578097152632714,347.8802461096989,350.2515202653049,0.0,0.0001
34,0.006570012514577739,0.006386955341878643,0.006570012514577739,0.006386955341878643,354.3967498319233,355.8587417857703,0.0,0.0001
35,0.006388624882016649,0.006217634120027855,0.006388624882016649,0.006217634120027855,361.0603741976484,362.13634233251463,0.0,0.0001
36,0.006219179884310643,0.006057243879859563,0.006219179884310643,0.006057243879859563,367.6935267360566,369.25646278611,0.0,0.0001
37,0.006063874824974106,0.005901797378691144,0.006063874824974106,0.005901797378691144,374.1383990570528,375.24187140321254,0.0,0.0001
38,0.005909049661184226,0.005756163553811335,0.005909049661184226,0.005756163553811335,380.4584951225038,381.09641237801134,0.0,0.0001
39,0.005763104153481909,0.005616299801795777,0.005763104153481909,0.005616299801795777,386.3547393952183,386.7429853458468,0.0,0.0001
40,0.005626411172537947,0.005484684591608302,0.005626411172537947,0.005484684591608302,392.5991246209073,392.4783430322756,0.0,0.0001
41,0.005497339439782715,0.005360231614892797,0.005497339439782715,0.005360231614892797,398.0160671214962,399.67992000516045,0.0,0.0001
42,0.005372943603113868,0.005239319037583759,0.005372943603113868,0.005239319037583759,403.9616851039867,403.80048485184994,0.0,0.0001
43,0.005255354509862075,0.005127092747073807,0.005255354509862075,0.005127092747073807,408.910025285117,409.8161392467078,0.0,0.0001
44,0.005141788099110875,0.005017359588407354,0.005141788099110875,0.005017359588407354,414.5797121696536,413.4912990200081,0.0,0.0001
45,0.005036096619769706,0.004916950772176917,0.005036096619769706,0.004916950772176917,418.58020408029734,419.54806630826715,0.0,0.0001
46,0.0049339297775122986,0.004815271502690869,0.0049339297775122986,0.004815271502690869,423.9785815163873,422.8911611499595,0.0,0.0001
47,0.004835168207048671,0.004722760660094162,0.004835168207048671,0.004722760660094162,427.6151760491095,425.47688257734114,0.0,0.0001
48,0.004739945739588795,0.004633004775576069,0.004739945739588795,0.004633004775576069,431.6722919713313,433.03278873915656,0.0,0.0001
49,0.004648625801537355,0.004544687603777867,0.004648625801537355,0.004544687603777867,436.1070784627892,434.16818165858854,0.0,0.0001
50,0.004563814989280212,0.004461528482631995,0.004563814989280212,0.004461528482631995,439.1766897230292,438.53984391330476,0.0,0.0001
51,0.00448281426447595,0.0043863096511159655,0.00448281426447595,0.0043863096511159655,443.02771675966096,442.5123526786881,0.0,0.0001
52,0.004404806524165711,0.004310902613012687,0.004404806524165711,0.004310902613012687,446.8126225303765,445.10456802215066,0.0,0.0001
53,0.004331618599699719,0.004241212792881456,0.004331618599699719,0.004241212792881456,450.08853568583476,448.8677721310619,0.0,0.0001
54,0.004262361053059149,0.004175064977831566,0.004262361053059149,0.004175064977831566,453.21925760393765,452.1028722042224,0.0,0.0001
55,0.004197498527628493,0.0041128985621159695,0.004197498527628493,0.0041128985621159695,456.35005742620984,456.12023578758624,0.0,0.0001
56,0.004134446699983461,0.004053438920216218,0.004134446699983461,0.004053438920216218,459.80756627375155,459.8084175849838,0.0,0.0001
57,0.004075790281989416,0.003995987265853579,0.004075790281989416,0.003995987265853579,462.877051067512,461.5933532714844,0.0,0.0001
58,0.004020034171753193,0.0039414935620707215,0.004020034171753193,0.0039414935620707215,465.6722631406544,464.6012965173626,0.0,0.0001
59,0.003966016839203773,0.003891154430669586,0.003966016839203773,0.003891154430669586,468.5568373790338,466.4359618732363,0.0,0.0001
60,0.00391628670387619,0.003844132176584823,0.00391628670387619,0.003844132176584823,471.50231539983446,469.26200014452473,0.0,0.0001
61,0.0038678273176415584,0.0037997089665893925,0.0038678273176415584,0.0037997089665893925,473.885672666719,473.3204815204327,0.0,0.0001
62,0.0038232437344314766,0.00375643106688275,0.0038232437344314766,0.00375643106688275,477.33573788334576,474.3607469641644,0.0,0.0001
63,0.0037818380785166867,0.003716111190953482,0.0037818380785166867,0.003716111190953482,478.8536758295056,478.6822252560619,0.0,0.0001
64,0.003741804950666213,0.0036774026198829694,0.003741804950666213,0.0036774026198829694,482.3733746450351,478.475157364555,0.0,0.0001
65,0.003702767230757517,0.00364030243511184,0.003702767230757517,0.00364030243511184,483.57502759361586,482.97043254941605,0.0,0.0001
66,0.00366506630818436,0.0036059811315732855,0.00366506630818436,0.0036059811315732855,486.4988849582385,483.7053188974642,0.0,0.0001
67,0.0036300532894218388,0.0035724601019983706,0.0036300532894218388,0.0035724601019983706,488.53698556666797,486.13333109469716,0.0,0.0001
68,0.003598944709903032,0.0035430696391092493,0.003598944709903032,0.0035430696391092493,490.3536798678451,489.86319326955737,0.0,0.0001
69,0.0035675867036346915,0.0035117701144521452,0.0035675867036346915,0.0035117701144521452,492.9023141014316,491.26780522069004,0.0,0.0001
70,0.003536479100288583,0.003483509791261177,0.003536479100288583,0.003483509791261177,495.4548491664867,492.46267077595894,0.0,0.0001
71,0.003509018941465734,0.0034566493440157794,0.003509018941465734,0.0034566493440157794,497.24800429352166,496.2450161426761,0.0,0.0001
