epoch,train_loss,val_loss,train_r2,val_r2,current_lr
1,10.23582595716569,10.70589068741304,-8.37841796875,-7.964319229125977,0.0001
2,9.284316645994458,10.262611609238844,-6.890561580657959,-7.317712783813477,0.0001
3,8.233144590802727,9.644748407064075,-5.419124603271484,-6.459805488586426,0.0001
4,7.181560686485252,8.841762085024728,-4.118828773498535,-5.416757583618164,0.0001
5,6.119503573956003,7.6600577121594275,-3.0016236305236816,-4.046868801116943,0.0001
6,5.1217893443914315,6.265915376286841,-2.066859006881714,-2.6954236030578613,0.0001
7,4.2493834008323885,4.747117162149487,-1.3403048515319824,-1.4925131797790527,0.0001
8,3.5423306668024366,3.6814422216702463,-0.7351830005645752,-0.7156261205673218,0.0001
9,2.9836069854659653,3.1263296508470106,-0.27969789505004883,-0.2758141756057739,0.0001
10,2.7738023395314686,2.877531907231513,-0.05805325508117676,-0.0046732425689697266,0.0001
11,2.664617018883352,2.9247064813722337,0.08416253328323364,0.15369713306427002,0.0001
12,2.5246878369170016,2.690925917896539,0.154238760471344,0.24252009391784668,0.0001
13,2.4696828905661503,2.4818316757878334,0.19283050298690796,0.2630718946456909,0.0001
14,2.3348114542425975,2.8796431647495284,0.26675355434417725,-0.06074059009552002,0.0001
15,2.2692036325208704,2.599142880344072,0.3231598734855652,0.12161946296691895,0.0001
16,2.2383411877119364,2.3391972983561233,0.3178449273109436,0.2964556813240051,0.0001
17,2.17613818617522,2.5350542802077074,0.3560035824775696,0.31656694412231445,0.0001
18,2.1335782789105746,2.2026598939927524,0.38144803047180176,0.3913049101829529,0.0001
19,2.0804539585433015,2.274054406079959,0.3996896743774414,0.3310025930404663,0.0001
20,2.073557366278503,2.149195553068333,0.40753811597824097,0.42005455493927,0.0001
21,2.090288686991936,2.141416823983591,0.4079588055610657,0.4488089680671692,0.0001
22,2.024326808488549,2.1786053547492394,0.43368130922317505,0.4016267657279968,0.0001
23,2.0441512893791773,2.1479253202776447,0.41345083713531494,0.45138633251190186,0.0001
24,1.9929297625319642,2.2459931134380224,0.45385921001434326,0.4244915246963501,0.0001
25,1.994584840346421,2.1554640687030293,0.4428437352180481,0.43964511156082153,0.0001
26,1.984349492007564,2.416067054040456,0.4514175057411194,0.26972121000289917,0.0001
27,2.003892314693636,2.2455121218958825,0.4408339262008667,0.3627459406852722,0.0001
28,1.9686158581994087,2.1352450536644976,0.4601965546607971,0.43620288372039795,0.0001
29,1.9245597064195565,2.127047952600945,0.4831817150115967,0.459958553314209,0.0001
30,1.9218171605313044,2.2265960269149727,0.48452579975128174,0.38101452589035034,0.0001
31,1.8939621502430595,2.2233666273263784,0.4832512140274048,0.3810635805130005,0.0001
32,1.8900181224797439,2.1527547924016233,0.4890347719192505,0.4220227003097534,0.0001
33,1.9001890460849806,2.1076657118207236,0.4973258972167969,0.4756905436515808,0.0001
34,1.8702596693582072,2.105820568110233,0.506225049495697,0.48239290714263916,0.0001
35,1.9468008501445828,2.1734006436772173,0.4943987727165222,0.4292757511138916,0.0001
36,1.8701487777620505,2.458639217459637,0.5007246732711792,0.28354883193969727,0.0001
37,1.8593071479493848,2.077448525955047,0.50951087474823,0.4883697032928467,0.0001
38,1.7966269867703744,2.212782167670719,0.5343027114868164,0.40200644731521606,0.0001
39,1.8835802447656091,2.1510367497153906,0.5115044116973877,0.43616312742233276,0.0001
40,1.8005748761558853,2.033845308233663,0.5454587936401367,0.48969602584838867,0.0001
41,1.8464560722386218,1.9954801339369554,0.5254706144332886,0.5255522727966309,0.0001
42,1.7966822715260875,2.2350052686838002,0.5392211675643921,0.38710904121398926,0.0001
43,1.8295647976186806,2.218264455380647,0.5310547351837158,0.3927127718925476,0.0001
44,1.7749658591383866,2.117182246817394,0.5503290891647339,0.44570279121398926,0.0001
45,1.8390049435185827,2.012897758579573,0.5253733992576599,0.5131691694259644,0.0001
46,1.8063670322923004,2.2507595992008578,0.5511284470558167,0.390758216381073,0.0001
47,1.7703159422531,2.0357203340051964,0.5511122941970825,0.4849085807800293,0.0001
48,1.7795305705350049,1.9882524101231809,0.5484391450881958,0.5291922092437744,0.0001
49,1.7489677833352657,3.0995217334466636,0.5627464056015015,-0.05148661136627197,0.0001
50,1.7536533953157103,2.080554258863264,0.5613003969192505,0.466749370098114,0.0001
51,1.7404796456172438,1.98780669017779,0.5717697143554688,0.5206889510154724,0.0001
52,1.742604120891897,2.1857180324286523,0.5607757568359375,0.41176652908325195,0.0001
53,1.7386138529034716,2.055770523970741,0.5755465030670166,0.5059432983398438,0.0001
54,1.7179921148610076,1.9920444544342448,0.5711827278137207,0.5262477397918701,0.0001
55,1.6986719887060935,2.9433452732188248,0.5771030187606812,0.03431963920593262,0.0001
56,1.7316702027217028,2.147572967121035,0.5704746246337891,0.42680060863494873,0.0001
57,1.7142219549447448,2.3305479579147286,0.5796420574188232,0.4105839133262634,0.0001
58,1.6764427062055374,2.048961844332641,0.5967658758163452,0.4884384870529175,0.0001
59,1.6714713827050112,2.013690362407212,0.6022517085075378,0.5057598352432251,0.0001
60,1.688011386885715,2.0524179217807426,0.5962644815444946,0.48594242334365845,0.0001
61,1.719994626252895,2.0050839436891486,0.5852540731430054,0.5096422433853149,0.0001
62,1.6455284528796197,2.327430987437832,0.6048283576965332,0.34197938442230225,0.0001
63,1.6577464987085493,2.0914796849955684,0.6126705408096313,0.4610777497291565,5e-05
64,1.6742208149764606,1.9802890238554582,0.5917801856994629,0.5278726816177368,5e-05
65,1.6638439398514766,2.0816642671923176,0.6038121581077576,0.47122859954833984,5e-05
66,1.691757035215496,1.9661348264751626,0.5901943445205688,0.5329830646514893,5e-05
67,1.6511769284754743,2.1137654278988025,0.6167782545089722,0.4572597146034241,5e-05
68,1.635167952358623,2.271909265613875,0.6110872626304626,0.38275331258773804,5e-05
69,1.6547608627146813,2.2331229627730456,0.6101992726325989,0.40234774351119995,5e-05
70,1.6828026535922358,2.2108453906898116,0.6012166738510132,0.4063001871109009,5e-05
71,1.611202476811369,2.0566035178194078,0.6284412145614624,0.4883819818496704,5e-05
72,1.6275909488125262,1.984201263823238,0.6124496459960938,0.5204585790634155,5e-05
73,1.6151233905523865,1.9849513932614022,0.6219403743743896,0.5301064252853394,5e-05
74,1.6381583916681695,2.176340851098,0.6225868463516235,0.4213884472846985,5e-05
75,1.607112606566156,1.9949635087845716,0.6352176070213318,0.5209813117980957,5e-05
76,1.6552201984715422,2.014644285508223,0.5988211035728455,0.5194494724273682,5e-05
