epoch,train_loss,val_loss,train_acc,val_acc
1,0.9170638462606586,1.0806658766341448,55.527638190954775,40.13377926421405
2,0.7192828178006401,1.0077994499716871,67.92294807370183,43.812709030100336
3,0.6781282794335779,0.9939279729705989,70.01675041876047,44.81605351170568
4,0.6619404509438941,0.8747367609703421,71.44053601340033,52.508361204013376
5,0.6621156831083186,0.7469938967538916,70.4355108877722,67.55852842809364
6,0.6109853796224098,0.7187308455789368,73.78559463986599,69.23076923076923
7,0.6279127430077174,0.6732500034032458,71.69179229480737,69.89966555183946
8,0.6127957198488053,0.7036973525050492,74.12060301507537,67.22408026755853
9,0.6076363418469677,0.6828993650583121,72.78056951423785,69.89966555183946
10,0.5879339263267453,0.6768405899953682,75.2931323283082,68.56187290969899
11,0.5791433025245092,0.6576159395103072,74.45561139028476,69.89966555183946
12,0.5638874943931298,0.6729605217841158,75.20938023450586,69.89966555183946
13,0.5578269101866525,0.6806860205321806,75.37688442211056,69.23076923076923
14,0.5495815988960777,0.7197814141228845,75.37688442211056,69.56521739130434
15,0.5515052675701665,0.6879120283700949,76.71691792294807,72.24080267558529
16,0.5294938643074515,0.6522645258584548,76.38190954773869,72.24080267558529
17,0.5592801400165462,0.6549116179695895,73.78559463986599,68.56187290969899
18,0.5270789364973704,0.7010875346269895,77.72194304857621,72.24080267558529
19,0.5392433647534356,0.6848924652389858,77.63819095477386,71.90635451505017
20,0.5324966637932476,0.642441029732044,75.20938023450586,72.90969899665552
21,0.5170661401708722,0.6430797626740956,77.21943048576215,73.91304347826086
22,0.5014347291771492,0.7076692930033375,78.39195979899498,71.57190635451505
23,0.4969762939104882,0.6419923498877713,78.47571189279732,72.90969899665552
24,0.4977258653496977,0.6294091866167891,79.48073701842546,72.5752508361204
25,0.4867540545000303,0.6628874498466185,78.47571189279732,71.57190635451505
26,0.4877070200503172,0.7047039306283396,78.9782244556114,72.24080267558529
27,0.49560677376224765,0.6442653455064449,77.55443886097152,72.24080267558529
28,0.4643368488879659,0.679477977314123,79.14572864321609,71.23745819397993
29,0.4710946320688705,0.6675080487560667,79.14572864321609,71.57190635451505
30,0.4646384212339743,0.6538436650033779,80.23450586264657,73.24414715719062
