epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,train_age_loss,val_age_loss,train_site_loss,val_site_loss,train_age_mae,val_age_mae,train_site_acc,val_site_acc,train_age_r2,val_age_r2,current_beta,current_grl_alpha
1,56.559440216626754,72.70388755670758,0.000683759210502161,0.0018278545066153624,0.023426433803647808,0.09769517238124159,3.1211488482540775,3.3065981051594915,1.9483044331197563,4.620617313927233,3.1211488482540775,3.3065981051594915,40.45226130653266,45.48494983277592,-0.2958589792251587,-0.16563725471496582,7.686158073360571e-06,0.0
2,55.275472030767446,59.917179426620635,0.002343684613901242,0.003079553345766504,0.2032929679357027,0.41156716340760324,2.9928045867875195,3.183211805828439,2.076211306317967,2.4331836313706976,2.9928045867875195,3.183211805828439,39.949748743718594,40.802675585284284,-0.17181003093719482,-0.21995532512664795,9.154408582006738e-06,0.025
3,54.55152202970419,56.290513156648466,0.003527329536544867,0.0043489671402601494,0.8741811941217138,2.00502921267098,2.978566245617379,3.116362804553182,1.97389808911175,1.9081400313903656,2.978566245617379,3.116362804553182,41.37353433835846,44.81605351170568,-0.16465342044830322,-0.2347407341003418,1.0941850065037413e-05,0.05
4,54.321900404478036,57.97055375217195,0.005219773245878655,0.007213710139141134,3.4814029291047524,6.40678787071968,2.952204523773449,3.2102855105065182,2.0067134654302294,1.961794856001302,2.952204523773449,3.2102855105065182,42.79731993299832,44.481605351170565,-0.1304992437362671,-0.36528730392456055,1.3116306549289961e-05,0.075
5,56.42248421418208,57.389535961342496,0.010467706688085393,0.01929381415621692,11.788617745915449,26.869194426265448,2.947987201425498,2.974061287366427,2.4384046747057484,2.5517799048918146,2.947987201425498,2.974061287366427,40.871021775544385,45.819397993311036,-0.16236364841461182,-0.13696181774139404,1.5759257661579782e-05,0.1
6,56.91537158652965,58.43933217740776,0.03274013081462539,0.05649338728657933,50.65438497725444,94.77093840123818,2.875168117047155,2.9746334999301363,2.7508297805211055,2.7523079261333248,2.875168117047155,2.9746334999301363,40.95477386934673,45.819397993311036,-0.10763955116271973,-0.06293559074401855,1.896822375212947e-05,0.125
7,58.52385692500589,61.06678990137617,0.07726460001376806,0.11264654201608039,130.5551488675065,181.97200844040682,2.8927417136915965,3.049658531329305,3.0104964709960833,3.041021076731857,2.8927417136915965,3.049658531329305,40.95477386934673,45.819397993311036,-0.09997844696044922,-0.26412856578826904,2.285938966519435e-05,0.15
8,59.877342492491756,62.51699727036084,0.12858740089327048,0.1228114745040801,191.10916173478068,166.3619872638613,2.875494305212893,3.1285079944891274,3.3222145103729352,3.0923955735554265,2.875494305212893,3.1285079944891274,40.95477386934673,45.819397993311036,-0.09941303730010986,-0.34205782413482666,2.7570396583288997e-05,0.17500000000000002
9,61.12513027478702,58.947267053916704,0.1126139207651068,0.10362614265154038,146.43476182691614,125.35431714520406,2.9090960001825685,2.9408334999977543,3.4742411013623977,2.9453942688013797,2.9090960001825685,2.9408334999977543,40.95477386934673,45.819397993311036,-0.11564064025878906,-0.11525321006774902,3.326316923375208e-05,0.2
10,61.001523655263625,59.556698815081035,0.0964611626824542,0.08610678558863924,108.2917023855238,86.51866149902344,2.9014379658691047,2.949662976440379,3.475829620856536,3.0444350107059033,2.9014379658691047,2.949662976440379,40.95477386934673,45.819397993311036,-0.1266014575958252,-0.10765528678894043,4.012655707396759e-05,0.22499999999999998
11,61.349755228064964,60.95843217524398,0.09056598052906631,0.10359835515054173,84.87009651017948,92.6912030886647,2.8623237286380787,3.0001982948851826,3.664045564693023,3.1694749135237474,2.8623237286380787,3.0001982948851826,40.95477386934673,45.819397993311036,-0.12120282649993896,-0.011892437934875488,4.837844730438922e-05,0.25
12,63.04704581153652,61.96151003630265,0.10673318279148945,0.10242819786071777,91.41642565703272,77.9633593096781,2.928551316860333,2.9884685226108716,3.801343242926414,3.405502318538551,2.928551316860333,2.9884685226108716,40.95477386934673,45.819397993311036,-0.11626863479614258,-0.013256430625915527,5.826685172296986e-05,0.275
13,63.4911310652792,61.8455028980472,0.10054848517854409,0.09782363434499722,71.55603335331034,65.21798262069855,2.8798215600913095,2.9510770521833747,4.037648923832368,3.495390606564423,2.8798215600913095,2.9510770521833747,40.95477386934673,45.819397993311036,-0.08693099021911621,-0.15021252632141113,7.006928192300347e-05,0.3
14,63.48040936340639,61.20876863409444,0.09736133597703835,0.08538250899235142,67.9632972321119,62.40733260853235,2.8756209905423114,2.923974418321182,4.048603801471704,3.4517042947852095,2.8756209905423114,2.923974418321182,40.95477386934673,45.819397993311036,-0.10895836353302002,-0.07722663879394531,8.408952379742846e-05,0.325
15,63.281188102223766,61.6622679592375,0.07369900245213229,0.06829736177438876,51.92150471877413,47.11327321234356,2.846127841141156,2.9335652091431377,4.102069176621174,3.5171498989181775,2.846127841141156,2.9335652091431377,40.95477386934673,45.819397993311036,-0.08423197269439697,-0.09491896629333496,0.00010065073863056549,0.35000000000000003
16,64.22926021301167,64.63569449740508,0.06994559801802963,0.09579562139152284,46.646481972443596,60.39147734881245,2.868636767868221,2.9863890556986115,4.224832399007264,3.9473618057659237,2.868636767868221,2.9863890556986115,40.95477386934673,45.819397993311036,-0.11103665828704834,-0.0190584659576416,0.00012008371910009542,0.375
17,65.41653306919525,65.17902325786476,0.12885544060961884,0.14715343090802133,75.01554823321113,75.24216399942354,2.9148905496900803,2.9649963889233644,4.3107227120966565,4.10923704574738,2.9148905496900803,2.9649963889233644,40.95477386934673,45.819397993311036,-0.08828210830688477,-0.0065135955810546875,0.00014270921383558732,0.4
18,65.13520069218161,63.193116727082625,0.14175409948456427,0.11967849562000671,73.56926694068078,62.13856918437026,2.883898382410532,2.974748979045396,4.344510266529256,3.688342663755385,2.883898382410532,2.974748979045396,40.95477386934673,45.819397993311036,-0.1102297306060791,-0.17299818992614746,0.0001688136332512095,0.42500000000000004
19,64.84005999285571,62.65218781946495,0.09747850614127203,0.0828973722946285,52.925329690802236,48.66345987989751,2.867837740148931,2.9956094580749206,4.342900768196962,3.5250965249179598,2.867837740148931,2.9956094580749206,40.95477386934673,45.819397993311036,-0.1174614429473877,-0.1995089054107666,0.0001986182953299768,0.44999999999999996
20,64.74586829947467,65.28861785174213,0.10864730057005507,0.16758335344368797,63.537517260067425,95.52594854042283,2.8652793766066456,2.9371282097487943,4.328655082376758,4.208385305659827,2.8652793766066456,2.9371282097487943,40.95477386934673,45.819397993311036,-0.096282958984375,-0.12827980518341064,0.0002322437412844814,0.475
21,65.86936281034895,64.64245738153872,0.19922941783365092,0.19566523056963217,110.80521279084223,110.37276139785614,2.8769596685316894,2.9386292117893897,4.497171547344981,4.0675173938075035,2.8769596685316894,2.9386292117893897,40.95477386934673,45.819397993311036,-0.0742725133895874,-0.12041878700256348,0.00026967247994862516,0.5
