epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,train_age_loss,val_age_loss,train_site_loss,val_site_loss,train_age_mae,val_age_mae,train_site_acc,val_site_acc,train_age_r2,val_age_r2,current_beta,current_grl_alpha
1,60.82260547171486,59.41993321702632,0.0011236963260577019,0.003302024203947555,0.017384134020837307,0.07560575000916835,3.3854519174725963,3.425222695870543,2.0079406841316416,1.6076581290733056,3.3854519174725963,3.425222695870543,36.93467336683417,35.11705685618729,-0.5013390779495239,-0.5432910919189453,7.686158073360571e-06,0.0
2,54.5062115667653,59.83657221969553,0.004938786682459078,0.006853797639654731,0.20131442699600105,0.5557946451132911,3.02327292967881,3.4031847009690708,1.8304353167663268,1.7563885330755176,3.02327292967881,3.4031847009690708,37.3534338358459,28.428093645484946,-0.21547996997833252,-0.570938229560852,9.154408582006738e-06,0.025
3,54.19383835273372,57.54293767106174,0.00904567247035116,0.011265019281926162,1.3727304679864216,2.708688123569042,2.99401787098129,3.1910186571421035,1.8549020911381273,1.933272376108329,2.99401787098129,3.1910186571421035,38.274706867671696,26.08695652173913,-0.1650151014328003,-0.36110448837280273,1.0941850065037413e-05,0.05
4,53.554813749227094,53.07684078663089,0.012059811597855347,0.013734390544876407,3.1752073265599647,3.6414979772025524,2.9803397555646787,2.9866966316133836,1.767523309493584,1.6525215305213545,2.9803397555646787,2.9866966316133836,38.52596314907873,35.785953177257525,-0.15759193897247314,-0.10529279708862305,1.3116306549289961e-05,0.075
5,53.49348576224629,54.95113002815374,0.017418043366578755,0.0238232007530521,6.55910290665363,12.870284198518581,2.9282683327769115,3.069750254768193,1.910387999847706,1.7761704068518802,2.9282683327769115,3.069750254768193,39.44723618090452,44.14715719063545,-0.11742401123046875,-0.10757482051849365,1.5759257661579782e-05,0.1
6,54.40525812759272,56.82773707463191,0.02505260685355819,0.03023277269209109,13.31622329309358,16.456048627362204,2.936413511359312,3.0014295426499484,2.0667502700383937,2.355149989941447,2.936413511359312,3.0014295426499484,41.12227805695142,45.819397993311036,-0.13278818130493164,-0.14747214317321777,1.896822375212947e-05,0.125
7,60.38968630332244,73.06011391323945,0.042024547280977716,0.07058195929264145,23.03781168185287,38.60808170280329,2.92044576887709,2.9940009085231,3.3080899272132758,5.615726807444391,2.92044576887709,2.9940009085231,40.95477386934673,45.819397993311036,-0.15071392059326172,-0.051683783531188965,2.285938966519435e-05,0.15
8,69.57785031623776,75.42540950201028,0.09158961729488181,0.10864642324754625,53.17024460989027,65.49824194764612,2.9139555882369255,2.943184431579998,5.155092734587652,6.233438678409742,2.9139555882369255,2.943184431579998,40.95477386934673,45.819397993311036,-0.0961841344833374,-0.029607534408569336,2.7570396583288997e-05,0.17500000000000002
9,71.4711905500198,76.03904377098466,0.13092478707906988,0.18293960581854435,74.61911789017107,92.05575877926421,2.850788346087713,2.9374837388960415,5.71519148729155,6.358157550212133,2.850788346087713,2.9374837388960415,40.95477386934673,45.819397993311036,-0.07344174385070801,-0.11589789390563965,3.326316923375208e-05,0.2
10,72.86854420315281,72.75596567619604,0.19746524365104023,0.19405568548070148,95.89232330066675,89.96781796356507,2.903257567678864,2.9367035902463474,5.823673114904407,5.701549443911549,2.903257567678864,2.9367035902463474,40.95477386934673,45.819397993311036,-0.1110389232635498,-0.07553648948669434,4.012655707396759e-05,0.22499999999999998
