epoch,train_loss,val_loss,train_acc,val_acc
1,1.0222564207848592,1.3129459994293775,54.10385259631491,40.13377926421405
2,0.8804307539059688,1.2018144282210232,62.730318257956455,40.13377926421405
3,0.7978005958362241,1.0219334288185655,68.67671691792296,44.81605351170568
4,0.7494331604272277,0.8718154689540034,70.18425460636516,55.852842809364546
5,0.6991047078440936,0.7411606335719693,72.52931323283082,67.89297658862876
6,0.6820882861338669,0.6507652726859153,73.28308207705193,72.5752508361204
7,0.6465902082884132,0.666144384189593,74.95812395309883,75.25083612040135
8,0.6470639505977407,0.6680273583102785,74.20435510887772,75.58528428093646
9,0.6362364107440265,0.6790308637363854,74.12060301507537,74.91638795986621
10,0.6086284056480605,0.6754262935756441,76.04690117252932,72.24080267558529
11,0.6177626143348477,0.6386704179754226,76.21440536013401,75.25083612040135
12,0.6021510095053182,0.606464231293337,75.87939698492463,74.91638795986621
13,0.6095421665677273,0.6193991835699433,76.46566164154103,75.91973244147158
14,0.5832188329604803,0.6898198871309542,76.29815745393634,71.90635451505017
15,0.589487399188318,0.6221488277649002,75.71189279731993,75.25083612040135
16,0.5712592183445366,0.5928809945798638,76.54941373534339,76.2541806020067
17,0.5518048629289496,0.6277262987101756,78.89447236180904,75.91973244147158
18,0.536032542711127,0.6289666661849389,78.39195979899498,77.59197324414716
19,0.5379139304760113,0.7456783173873671,79.98324958123953,69.23076923076923
20,0.5285153310103232,0.6927287038353375,78.9782244556114,72.24080267558529
21,0.534239343013396,0.6167752541427229,79.06197654941374,76.92307692307693
22,0.5157300410558231,0.6144341216438192,79.64824120603015,76.92307692307693
23,0.5232108130526902,0.6838669946361147,79.98324958123953,73.24414715719062
24,0.4832399451552923,0.6184913063527748,80.82077051926298,75.58528428093646
25,0.49350563170921863,1.0592837429365585,81.4070351758794,66.5551839464883
26,0.5053205609421435,0.5690776053878376,81.49078726968175,78.59531772575251
27,0.5266374540788245,0.963136125966458,80.06700167504187,63.87959866220736
28,0.483599673363831,0.6170489590702248,80.23450586264657,76.58862876254182
29,0.4545151941241132,0.7167509549038865,82.83082077051927,71.23745819397993
30,0.4598648484228444,0.587392799232317,82.49581239530988,76.2541806020067
31,0.467840706034122,0.6076339313816466,81.82579564489112,76.58862876254182
32,0.4654365742026861,0.5878104768867876,81.65829145728644,79.26421404682274
33,0.43456305011832336,0.5545889729241463,82.24455611390285,80.2675585284281
34,0.4562910239101455,0.6192237457702789,82.66331658291458,76.58862876254182
35,0.44878051778179917,1.1806818250828364,82.24455611390285,62.54180602006689
36,0.44815861869297635,0.6120280872619271,82.07705192629817,75.91973244147158
37,0.44618440562955897,0.7492202803442709,81.65829145728644,71.57190635451505
38,0.4304596968431968,0.6906288933993183,83.8358458961474,75.25083612040135
39,0.435592278962958,0.6049048101224229,83.16582914572864,75.91973244147158
40,0.41610542064535755,0.6339082536490067,83.24958123953098,76.58862876254182
41,0.3909125989755394,0.6248197396064682,85.17587939698493,75.91973244147158
42,0.41363398902979326,1.106418825312203,84.0033500837521,64.88294314381271
43,0.38521760237875896,0.5813885038114311,86.59966499162479,78.26086956521739
44,0.39069167932673315,0.6043460335221179,84.0033500837521,78.59531772575251
45,0.3705531241905749,0.6352742212671899,85.5108877721943,76.2541806020067
