epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,train_age_loss,val_age_loss,train_site_loss,val_site_loss,train_age_mae,val_age_mae,train_site_acc,val_site_acc,current_beta,current_grl_alpha,current_lr
1,12.350351327228386,10.493409511370537,0.03756775103388786,0.01649360587963691,12.76362237543084,8.863383054999073,2.9844127317702283,2.4808212551916458,1.1198484531532513,1.0114840504317777,2.9844127317702283,2.4808212551916458,45.098757677275266,51.65133779264214,0.0,0.0,0.001
2,11.934248300719567,10.626248248046059,0.018482145427459448,0.016690721411419952,24.934348050473723,34.84635047529852,2.876343338134101,2.528814032457877,1.0955787186912822,1.007705144060894,2.876343338134101,2.528814032457877,48.72452540480179,51.63043478260869,0.0,0.0125,0.001
3,11.882887219397599,10.412880717844203,0.014966830348108216,0.015612192215229755,38.49127453495709,43.02938629286478,2.8557940940494846,2.4439684193801456,1.1001793762480727,1.021787766961084,2.8557940940494846,2.4439684193801456,48.550041876046905,51.456243032329986,0.0,0.025,0.001
4,11.856777485091882,10.410067933060255,0.01640684197130049,0.011407846608796181,53.620713234480235,38.11548635340322,2.8310037589752093,2.445431286674678,1.1157864530548445,1.0207887386930161,2.8310037589752093,2.445431286674678,46.32188721384701,51.442307692307686,0.0,0.0375,0.001
5,11.786411154409949,10.402307595430543,0.013611917365248779,0.011985210517012288,53.86432028748615,50.69029895012727,2.8094544622366953,2.4322411586076784,1.1148119431377987,1.031199627363828,2.8094544622366953,2.4322411586076784,46.04271356783919,48.278985507246375,0.0,0.05,0.001
6,11.763123484046549,10.48944514624384,0.013118962759369416,0.015685790875633824,73.24539325997391,89.02219493785165,2.8016102099671567,2.46227434513428,1.1150579711433763,1.028978771389926,2.8016102099671567,2.46227434513428,45.972920156337246,48.56465997770346,0.0,0.0625,0.001
7,11.76239326557988,10.340556046901606,0.012986494288563995,0.012157856887507531,80.1536229579293,82.50162108048148,2.7994124793527115,2.420151688980817,1.1170564539801269,1.0226476934043858,2.7994124793527115,2.420151688980817,45.59254606365159,49.324136008918614,0.0,0.075,0.001
8,11.755123457916618,10.46238178925105,0.012590679990066323,0.011567289445761056,83.27156413646466,70.16120806877962,2.7919153867654467,2.452353552565261,1.1222622022490338,1.031251305188888,2.7919153867654467,2.452353552565261,44.9748743718593,49.75613154960981,0.0,0.08750000000000001,0.001
9,11.741490843308032,10.421774061494315,0.012463498732677257,0.011460228227161976,73.95544582688562,81.27913081446619,2.79001028666877,2.4373753860243985,1.1196654924529015,1.032729240364853,2.79001028666877,2.4373753860243985,45.14412339475153,49.72826086956522,0.0,0.1,0.001
10,11.747422864222779,10.551505365765081,0.012103660923435594,0.016745329341345542,79.22083763407969,80.79447426684325,2.7925702704190543,2.463237894617993,1.1192027913465772,1.0483487850447561,2.7925702704190543,2.463237894617993,45.26277219430486,43.48522853957636,0.0,0.11249999999999999,0.001
11,11.736395473256582,10.35021228216165,0.01351809200255116,0.013648755582612228,83.24065490756735,75.47669451319122,2.784372666240204,2.4129858104680295,1.1232531249090523,1.0325353563562816,2.784372666240204,2.4129858104680295,44.873673925181464,50.02090301003344,0.0,0.125,0.001
12,11.712301565774123,10.347709007220656,0.012042185333248027,0.011176711251521058,81.8743111990072,87.43883438705734,2.7813421461849757,2.4209746757611517,1.1187442961117198,1.0245361313506247,2.7813421461849757,2.4209746757611517,45.57335287548855,50.47380156075808,0.0,0.1375,0.001
13,11.699497196808798,10.89930537446021,0.012516879177086018,0.01235215714224173,80.78950663214619,88.73911100831984,2.7774906718884016,2.580999408943066,1.1181694358370944,1.047985008993542,2.7774906718884016,2.580999408943066,45.72166387493021,45.115663322185064,0.0,0.15,0.001
14,11.700354245972328,10.441539933450246,0.012491775277246982,0.011185796515042234,78.44918491399734,72.6268515528378,2.7750939223301736,2.4164900737196837,1.1208602357749364,1.0602946414995353,2.7750939223301736,2.4164900737196837,45.404103852596315,46.29319955406912,0.0,0.1625,0.001
15,11.714339605061985,10.532765772297497,0.012415806577753615,0.013017014772688332,81.16427062357823,78.45505937897374,2.7776073224713587,2.4870604450753167,1.1230339486794656,1.0195224995464254,2.7776073224713587,2.4870604450753167,45.09701284198771,50.33444816053512,0.0,0.17500000000000002,0.001
16,11.67732820026306,10.412646432385397,0.011930834781222506,0.01293220171868934,81.15653686267846,83.43668408005799,2.771143876794062,2.4185963376044164,1.117321910836855,1.0479750709655957,2.771143876794062,2.4185963376044164,45.91883026242323,47.95847268673356,0.0,0.1875,0.001
17,11.670933769775596,10.258993597466544,0.01186386448612498,0.011404433362435138,82.10923769645755,92.15675937478225,2.766201397482075,2.402782929249299,1.1201552462804125,1.0130801300540018,2.766201397482075,2.402782929249299,45.566373534338354,50.96850613154961,0.0,0.2,0.001
18,11.663345177702102,10.467849408237964,0.011823869565120129,0.01289934891513824,93.6882391609605,95.10198856383529,2.7665963021155378,2.444798206804588,1.1172441447799528,1.0401851406597107,2.7665963021155378,2.444798206804588,45.5820770519263,47.74944258639911,0.0,0.21250000000000002,0.001
19,11.648040076063573,10.34106440740817,0.011801060240264382,0.011060328928830566,97.68809386167628,90.45740853504194,2.760652910857677,2.4178686802469636,1.1180934289658555,1.0254659957045829,2.760652910857677,2.4178686802469636,46.152638190954775,49.05936454849498,0.0,0.22499999999999998,0.001
20,11.657022930402984,10.570005680539271,0.01190484641561839,0.011219076520515193,87.04126196796837,89.04799416498463,2.7616566540075373,2.4798989072691238,1.12004935894513,1.0396966257090021,2.7616566540075373,2.4798989072691238,45.45470407593523,49.609810479375696,0.0,0.2375,0.001
21,11.66293287410342,10.37226832112341,0.012165512403422297,0.011598448156936711,90.56930600778142,88.88098256803276,2.7623918979012188,2.4057844721752666,1.1211972277900615,1.0477721324998266,2.7623918979012188,2.4057844721752666,45.58382188721385,48.125696767001116,0.0,0.25,0.001
22,11.647470041868209,10.251075062597609,0.011883352634599427,0.011159907286174787,90.91453379722097,97.32753805545394,2.757680913311752,2.394611191191402,1.1208479827772233,1.0186938664054659,2.757680913311752,2.394611191191402,45.86648520379676,50.51560758082497,0.0,0.2625,0.001
23,11.640662063905342,10.362317699785349,0.012172247758442,0.01226797173632394,91.30640740663496,92.4888568312561,2.7547674084561686,2.4092708771576983,1.121395877457943,1.0407457121771448,2.7547674084561686,2.4092708771576983,45.70247068676717,50.132385730211816,0.0,0.275,0.001
24,11.635713419655993,10.542759147907713,0.011949612225532232,0.011122727995051056,89.24665137311722,74.64156151030508,2.7521191258326647,2.484330765379711,1.1224688031964964,1.0262146934351926,2.7521191258326647,2.484330765379711,45.47389726409827,50.299609810479375,0.0,0.28750000000000003,0.001
25,11.61629640397115,10.281550721048378,0.011660646695055022,0.011092318041268798,85.29930655747269,81.4385303425018,2.748404597916595,2.388562374954904,1.119807326547398,1.0349237508864175,2.748404597916595,2.388562374954904,45.84729201563372,49.3798773690078,0.0,0.3,0.001
26,11.637201436999655,10.261662205724813,0.011960267882829502,0.011298255856826886,91.23316426492816,99.16297959377667,2.75366864585131,2.3813729126716536,1.1214117518621474,1.0354150657271064,2.75366864585131,2.3813729126716536,45.53845616973758,49.937290969899664,0.0,0.3125,0.001
27,11.624549800759917,10.380938090874068,0.011849037138095186,0.012086180966957955,97.891593745672,96.0221595891742,2.7495148968656657,2.42090192048446,1.1213853640106388,1.0353820342549778,2.7495148968656657,2.42090192048446,45.54718034617532,49.64464882943144,0.0,0.325,0.001
28,11.618017297826754,10.51251481608005,0.011612045793939176,0.011190925663546842,87.87857367059227,79.7567267104269,2.746860598399611,2.465537534509614,1.1219411474709269,1.0349037620003274,2.746860598399611,2.465537534509614,45.7321328866555,49.88154960981048,0.0,0.3375,0.001
29,11.610529425156177,10.291942303528886,0.011763438632860489,0.011211239196019561,94.04699344517864,99.63159798034192,2.743226703354129,2.391260174471665,1.123028616143764,1.0356501795376423,2.743226703354129,2.391260174471665,45.37095198213289,50.55044593088071,0.0,0.35000000000000003,0.001
30,11.603939812520174,10.344677540237955,0.011477396490144903,0.011148639865335878,93.55678822460419,93.4656225521296,2.740747099013251,2.411548036396703,1.1234070414740702,1.0329616099695698,2.740747099013251,2.411548036396703,45.29068955890564,49.62374581939799,0.0,0.3625,0.001
31,11.599218998455855,10.351034491888788,0.011736110200671794,0.011917833175506015,95.65751406841608,89.71678480575714,2.738958799126826,2.404960917522809,1.1235355026957576,1.0414113102017704,2.738958799126826,2.404960917522809,45.31860692350642,49.74916387959866,0.0,0.375,0.001
32,11.59680816782446,10.514703085058375,0.011640562233372084,0.01187195000524239,96.31612353641717,94.55927713791795,2.738111186067463,2.467614188242118,1.1236113538827261,1.033329520337159,2.738111186067463,2.467614188242118,45.30639307649358,49.3798773690078,0.0,0.3875,0.001
33,11.599077388735738,10.42530358674933,0.011687615369449176,0.011625984670135422,90.84360612776611,96.48260508253423,2.7382627772858927,2.4352520235140322,1.1242004758748576,1.0359738206650766,2.7382627772858927,2.4352520235140322,45.06211613623674,50.54347826086957,0.0,0.4,0.001
34,11.584360791477392,10.444897420961855,0.0118967116660101,0.013240574718917094,89.91035054183952,102.83169752990655,2.7333094547874497,2.429746564548284,1.1241785815013714,1.0474723893131566,2.7333094547874497,2.429746564548284,45.24881351200447,47.51254180602007,0.0,0.41250000000000003,0.001
35,11.573477756770744,10.27444645712607,0.012084746599147468,0.01141116758050561,94.69596706882393,97.38666601616934,2.729043709905636,2.3826121646026306,1.124753962875677,1.0383996043848487,2.729043709905636,2.3826121646026306,45.386655499720824,49.70735785953177,0.0,0.42500000000000004,0.001
36,11.572622292804558,10.331859120291345,0.011848162985518617,0.011420960003383449,101.27095925881169,102.8480947062855,2.7284711372379746,2.404709006365858,1.1251202267285234,1.0354370638944101,2.7284711372379746,2.404709006365858,44.85099106644333,50.43199554069119,0.0,0.4375,0.001
37,11.573347573038056,10.30083010002655,0.011976592148077482,0.011319199108716968,101.65870116983027,98.65945708446013,2.7292168638281553,2.403810764369093,1.1245734662998994,1.0260261988294297,2.7292168638281553,2.403810764369093,45.07258514796203,50.69676700111483,0.0,0.44999999999999996,0.001
38,11.534207377601508,10.259871423842517,0.011649810588938906,0.011294122558988323,99.131984146263,106.30536339461072,2.715275910631496,2.3798154439681616,1.1255766042180064,1.036376961829803,2.715275910631496,2.3798154439681616,44.931253489670574,49.67251950947603,0.0,0.4625,0.0005
39,11.520290390197822,10.295027018922362,0.01164527833284961,0.011521371318195577,109.5065663825993,120.94374269041063,2.7117634471869883,2.3943280368345636,1.124451588213211,1.0335071883605609,2.7117634471869883,2.3943280368345636,45.0464126186488,50.09754738015607,0.0,0.475,0.0005
40,11.511159892590735,10.268672194635057,0.011673978020269102,0.01130336135679829,113.24163252651059,116.63463828130443,2.7089993968348076,2.3869366504941363,1.12416257071535,1.032186287302636,2.7089993968348076,2.3869366504941363,45.053391959798994,49.54013377926421,0.0,0.48750000000000004,0.0005
41,11.513432022980776,10.21762394506397,0.011613227809206825,0.011256826597129886,107.23875211697595,106.8834005332445,2.7085776178614513,2.372285739899745,1.125361989890311,1.0298366101423369,2.7085776178614513,2.372285739899745,45.088288665549975,50.16025641025641,0.0,0.5,0.0005
42,11.506273868162495,10.272694175192877,0.011562747826216309,0.01128441009903067,108.89053103618951,107.90430993938126,2.706012454264527,2.3834617984467656,1.1255579327551897,1.037008113685659,2.706012454264527,2.3834617984467656,45.149357900614184,49.275362318840585,0.0,0.5125,0.0005
43,11.507990177352625,10.271659792599205,0.011647148246578934,0.01137597042311361,109.11431026405492,111.59302143960228,2.704593577643202,2.3813915494559468,1.1275207641602627,1.0387030667152957,2.704593577643202,2.3813915494559468,44.72187325516471,49.79096989966555,0.0,0.525,0.0005
44,11.499873392412876,10.337269797904568,0.011617481636766413,0.011299013211044049,112.91154474016676,114.69515431551896,2.7034129903411013,2.4009993586651857,1.1260056498328912,1.0409908926606577,2.7034129903411013,2.4009993586651857,44.959170854271356,50.07664437012264,0.0,0.5375,0.0005
45,11.499796450437612,10.284590785984477,0.011583497429018012,0.01133571280978429,111.43582449805996,114.3372698967805,2.7035143464587374,2.3857770706366006,1.125889975621273,1.038641304475408,2.7035143464587374,2.3857770706366006,44.774218313791174,49.3938127090301,0.0,0.55,0.0005
46,11.501699571167537,10.25851993922273,0.011599368770933897,0.011412825177910601,113.19920238364948,111.52501640192243,2.7028607910801616,2.3784724690576593,1.1271726069405117,1.0372298884152569,2.7028607910801616,2.3784724690576593,44.62416247906197,49.75613154960981,0.0,0.5625,0.0005
47,11.489874053840062,10.271457437155902,0.011619096145549677,0.011409401616399304,111.42554943312619,110.96640769082434,2.6994461506056027,2.3846439863394204,1.1266388294085785,1.035372022003633,2.6994461506056027,2.3846439863394204,44.84226689000558,49.90942028985507,0.0,0.5750000000000001,0.0005
48,11.49405388163828,10.387575689632625,0.011710171473884902,0.011412315475551979,111.13399679843172,108.30736305296355,2.7013754550469513,2.423385692014875,1.1260724616809505,1.0353354465469735,2.7013754550469513,2.423385692014875,44.70965940815187,50.118450390189516,0.0,0.5874999999999999,0.0005
49,11.491092703184025,10.292547196183051,0.0116909460680968,0.011530970130842533,112.55630839490011,111.2750428368814,2.699179318282672,2.390186599531567,1.1272879428932747,1.0368187965092186,2.699179318282672,2.390186599531567,44.65905918481295,49.31020066889632,0.0,0.6,0.0005
50,11.480033227014248,10.265277810452906,0.011674491723969222,0.011288333588685745,113.22947636641051,113.18192404382337,2.6953339889554058,2.3790242868655236,1.1274522591542426,1.0389722066712352,2.6953339889554058,2.3790242868655236,44.68872138470129,49.38684503901895,0.0,0.6125,0.0005
51,11.5526345948944,10.273385692732523,0.011560174013581075,0.01126462780562133,82.67994404957322,71.46123239268427,2.6975151848220613,2.3702744933939566,1.1283265790880759,1.0321238018331453,2.6975151848220613,2.3702744933939566,44.6608040201005,49.45652173913043,0.0007686158073360571,0.625,0.0005
52,11.550641890014104,10.283321367325458,0.01161282998158704,0.011236920321532583,67.66356994398875,64.26416451104376,2.700746684950334,2.3719563003102007,1.1272283765206053,1.034626708248653,2.700746684950334,2.3719563003102007,44.666038525963145,49.89548494983278,0.0008143799688664224,0.6375,0.0005
53,11.546080061605295,10.281095274050234,0.01160141692035595,0.011185921080734419,63.7149383570481,63.06401255936128,2.698983358578067,2.37145919305425,1.1275088311173542,1.0336972075029627,2.698983358578067,2.37145919305425,44.643355667225016,48.87123745819398,0.0008632524167987623,0.65,0.0005
54,11.54538499011067,10.323507891052143,0.011667745605439763,0.011450376316963164,61.03880096427027,61.93096792844094,2.6981565554271123,2.385090893327592,1.1277900504240572,1.0333635978475462,2.6981565554271123,2.385090893327592,44.615438302624234,49.79096989966555,0.0009154408582006737,0.6625000000000001,0.0005
55,11.54364352223595,10.359532299381966,0.011733546918585672,0.011367559067514563,58.24764370984834,62.05640603174999,2.6971367234826955,2.3953555871544605,1.1279772371636096,1.0339436196164542,2.6971367234826955,2.3953555871544605,44.468872138470125,50.132385730211816,0.0009711663986888792,0.675,0.0005
56,11.552462284422534,10.350339292018043,0.011702816223591516,0.011328188500002674,58.50590250386931,56.97231177900946,2.698727793030603,2.38635491500863,1.1280920491546043,1.0404090117850033,2.698727793030603,2.38635491500863,44.51947236180904,49.37290969899665,0.001030664338572162,0.6875,0.0005
57,11.549710128375233,10.331902279104277,0.011586831094793838,0.011313320752212502,56.55042521371847,57.57657995830013,2.697272336130233,2.3793910474681534,1.1281432156986129,1.0398054629265265,2.697272336130233,2.3793910474681534,44.49504466778336,50.08361204013379,0.0010941850065037412,0.7000000000000001,0.0005
58,11.537377398483983,10.362743504204213,0.011578496461312975,0.011241551906019947,54.3330223087756,55.54610711462389,2.6929392953081415,2.389466108154161,1.127948779356939,1.0395197667007063,2.6929392953081415,2.389466108154161,44.46363763260749,49.40078037904125,0.0011619946309257845,0.7124999999999999,0.0005
59,11.54892145249512,10.319933336315346,0.011606515871411859,0.011192538850258624,52.78585538752315,52.09908625114721,2.695713943372819,2.370580507228473,1.1283384916970078,1.044229798293034,2.695713943372819,2.370580507228473,44.46538246789503,48.989687848383504,0.0012343762493168845,0.725,0.0005
60,11.552901288772148,10.411139334590406,0.011652345769627342,0.011628792015887556,52.031519431365,49.24117368785301,2.6954755124135232,2.4067007078640703,1.1288587610392782,1.0382740599920386,2.6954755124135232,2.4067007078640703,44.32405080960357,49.407748049052394,0.0013116306549289963,0.7374999999999999,0.0005
61,11.553994505715597,10.387700206327066,0.011670704782820326,0.011268658701583759,48.94854002355664,48.63641063558351,2.696029149241317,2.401781396323622,1.1286661035850818,1.0344281307563867,2.696029149241317,2.401781396323622,44.278685092127304,50.25780379041248,0.0013940773803165164,0.75,0.0005
62,11.551831103782291,10.32910806598472,0.011640715020194458,0.011264063893436323,47.84375958466649,44.0469676244219,2.6951836567894163,2.378189191371701,1.1279107521260536,1.0393321283552028,2.6951836567894163,2.378189191371701,44.577051926298154,49.02452619843925,0.001482055716509583,0.7625,0.0005
63,11.533995452638047,10.401355752445252,0.011617524092803781,0.011240595525988235,46.72597209732337,48.70248776268932,2.6869039713903753,2.399573529045717,1.1293431196979542,1.038214350225136,2.6869039713903753,2.399573529045717,44.11292573981016,49.40078037904125,0.0015759257661579784,0.775,0.00025
64,11.52271276502753,10.35076781977778,0.01166427268431897,0.011433299696290972,48.015183564339985,44.64130390979508,2.6812770636903047,2.380444910746886,1.1289135112501536,1.0410592892231085,2.6812770636903047,2.380444910746886,44.116415410385265,48.94091415830547,0.001676069528362651,0.7875,0.00025
