epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,train_age_loss,val_age_loss,train_site_loss,val_site_loss,train_age_mae,val_age_mae,train_site_acc,val_site_acc,current_beta,current_grl_alpha,current_lr
1,18.471418314709602,16.169059205879204,0.07548984736703349,0.02710546192442095,33.24824252752936,40.76185780570924,2.9959663500804465,2.6041343444698763,1.1386988953729371,1.040427350811868,2.9959663500804465,2.6041343444698763,44.393844221105525,48.06995540691193,0.0,0.0,0.001
2,17.727547261649708,15.558386375274148,0.03282220382503396,0.02771701734334463,71.20071125722744,99.44067993504281,2.8732941862859254,2.4975803266533774,1.109418039279301,1.0142559108128117,2.8732941862859254,2.4975803266533774,47.45951982132887,52.98216276477146,0.0,0.0125,0.001
3,17.631278400644785,15.593942668791465,0.02037170111076383,0.0181158993563458,96.2509760853966,98.78478376203556,2.8551995417447413,2.5068260429960696,1.1116363234788862,1.0138988417127859,2.8551995417447413,2.5068260429960696,48.0963847012842,50.9824414715719,0.0,0.025,0.001
4,17.540512915632036,15.482891400655111,0.021231698734443458,0.016390560807425573,109.05605488260122,111.12386287149113,2.8304881809943883,2.454438812889516,1.1222800779182907,1.06476893293419,2.8304881809943883,2.454438812889516,45.73387772194305,47.64492753623188,0.0,0.0375,0.001
5,17.45830110435976,15.27106356115777,0.015998243156660374,0.013639267796698289,132.94214620329294,152.92752167054243,2.8128340625017465,2.436799766028605,1.12604417040786,1.0244751436388746,2.8128340625017465,2.436799766028605,44.99406756002233,49.65161649944258,0.0,0.05,0.001
6,17.393752693930264,15.36954473837828,0.015030660008723546,0.016502163704139997,134.2394779957186,135.85041379556475,2.80047315142795,2.4205350527662364,1.125452096072207,1.083455799282461,2.80047315142795,2.4205350527662364,44.727107761027355,46.258361204013376,0.0,0.0625,0.001
7,17.366028183469023,15.647660724295422,0.014925713286361237,0.0145580265951346,147.0883911320246,184.57528822610743,2.7938944591882175,2.493218785012712,1.127210057959884,1.0556695653974943,2.7938944591882175,2.493218785012712,44.332774986041315,46.5649386845039,0.0,0.075,0.001
8,17.347644494939022,15.512738988019418,0.01370138731914599,0.013469523040073173,151.23069889275206,153.79677402321977,2.7895316370767564,2.47006817379657,1.1287616420763953,1.049642893250039,2.7895316370767564,2.47006817379657,44.486320491345616,49.12207357859531,0.0,0.08750000000000001,0.001
9,17.342285017804816,15.233502139215885,0.013750449376256689,0.01377333585721095,152.72377036311386,169.65942347089583,2.788666715574025,2.4230078744516192,1.1284003352266927,1.0348964910975003,2.788666715574025,2.4230078744516192,44.418271915131214,50.418060200668904,0.0,0.1,0.001
10,17.296386778387927,15.35590658432398,0.014549231050626516,0.012273017843456371,160.2796719464292,161.38728688047615,2.779699023378288,2.4451229057317327,1.127780823318869,1.0393396853204555,2.779699023378288,2.4451229057317327,44.53517587939699,48.007246376811594,0.0,0.11249999999999999,0.001
11,17.29253644639723,15.753094567901714,0.013321330786450225,0.012377146665741967,154.92144603292613,154.24002366081928,2.7777674600174147,2.5180775712565038,1.1301259452041337,1.0501098695274447,2.7777674600174147,2.5180775712565038,44.16003629257398,48.55072463768116,0.0,0.125,0.001
12,17.28991989314656,16.424272496830525,0.012534206839707861,0.014023994928311013,155.79884630604738,162.80131988355282,2.7805160420490735,2.635329583549712,1.1249351672524517,1.0778668784643362,2.7805160420490735,2.635329583549712,44.84575656058068,43.91025641025641,0.0,0.1375,0.001
13,17.283787633106737,15.456174935518433,0.013150769112177198,0.014888831695651795,172.85077117289464,153.94410860365716,2.7773568539696654,2.4730403962874226,1.12795086328974,1.0253613714124579,2.7773568539696654,2.4730403962874226,44.47061697375768,49.68645484949833,0.0,0.15,0.001
14,17.266376805265544,15.445782018744428,0.015169386578789308,0.013776214701957262,169.26749583318337,176.37141175200975,2.774409301849399,2.4687823066477526,1.1263869729939284,1.0293647672154567,2.774409301849399,2.4687823066477526,44.21238135120045,48.92001114827202,0.0,0.1625,0.001
15,17.270781155473887,15.908991754121471,0.01366920022232565,0.012859179942537444,158.28516185596493,134.8685501081622,2.7745618218486365,2.539303801663079,1.1281009658230943,1.0665378605110059,2.7745618218486365,2.539303801663079,44.03266331658291,46.495261984392414,0.0,0.17500000000000002,0.001
16,17.262934085711763,16.05623890059183,0.013516850777319827,0.015525579033056097,175.8076691917705,188.53307295749286,2.7737053766522175,2.5660592911634157,1.1269634609312933,1.0701389508768335,2.7737053766522175,2.5660592911634157,44.18620882188721,47.331382385730215,0.0,0.1875,0.001
17,17.22223516045703,15.12306377108945,0.014458929867671395,0.013028612525442173,174.06702709783727,157.86502830479856,2.764898018221959,2.4054866169341564,1.1277620600029985,1.0275340383268121,2.764898018221959,2.4054866169341564,44.24204355108878,48.94091415830547,0.0,0.2,0.001
18,17.222375863361197,15.677972369369456,0.015152593195804465,0.017092989311203642,173.48103655416296,214.14378603591834,2.7644435016221003,2.5089201543110535,1.1283352708497039,1.0387595271319983,2.7644435016221003,2.5089201543110535,44.42699609156895,50.45986622073578,0.0,0.21250000000000002,0.001
