epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,train_age_loss,val_age_loss,train_site_loss,val_site_loss,train_age_mae,val_age_mae,train_site_acc,val_site_acc,train_age_r2,val_age_r2,current_beta,current_grl_alpha,current_lr,training_phase
25,19.994266535568876,20.794955346097915,0.00017599776739970636,0.0001775461462124665,112.77516403070446,113.14377997152782,2.8520781910000137,2.9874012956651157,1.1513110417217465,1.1467983830333952,2.8520781910000137,2.9874012956651157,41.12227805695142,38.79598662207358,-0.06455492973327637,-0.06052875518798828,0.0,7.846153846153845,0.0001,
26,19.947553605889556,20.778598747125837,0.00018291476046529222,0.0001905181391256547,113.17769098840967,113.68829363564583,2.8477499784536695,2.987133914411666,1.1429581027134779,1.1407935360203618,2.8477499784536695,2.987133914411666,40.36850921273032,40.468227424749166,-0.07224023342132568,-0.08025133609771729,0.0,8.384615384615383,0.0001,
27,20.000908588045206,20.787360660208506,0.00019656640215300278,0.00019541674874291558,113.96367452292387,112.92834184321272,2.858887126098326,2.9881907378550756,1.1374616946407299,1.1417230850079387,2.858887126098326,2.9881907378550756,42.71356783919598,43.47826086956522,-0.071755051612854,-0.05975997447967529,0.0,8.923076923076923,0.0001,
28,19.99020980949977,20.808031643513452,0.0002019766319031832,0.00021421702003984847,113.05981569274186,114.30110459343645,2.8563529929923055,2.9926583408113308,1.1392210470372108,1.1391188835220591,2.8563529929923055,2.9926583408113308,40.95477386934673,40.468227424749166,-0.08075988292694092,-0.08262264728546143,0.0,9.461538461538462,0.0001,
29,20.02505598275905,21.245705671533692,0.00022482538814293736,0.00022822197807608578,114.5670157708914,113.32337918488875,2.861920539657874,3.065490313596949,1.1396145447215043,1.139279680507239,2.861920539657874,3.065490313596949,40.53601340033501,39.79933110367893,-0.06308019161224365,-0.2137378454208374,0.0,10.0,0.0001,
30,38.50027385309114,41.00743120888802,0.0002312531332166357,0.00023314365539910042,112.87362847256301,112.2600884325927,2.840854027363124,3.0335909124202156,1.1378516835383634,1.1389722086514118,2.840854027363124,3.0335909124202156,40.53601340033501,38.46153846153847,-0.0664740800857544,-0.18968915939331055,0.0,6.5,0.0001,
31,60.0268462291315,59.5023391876731,0.00023788158778706488,0.00025366164518467285,112.58835045895984,114.66532451412749,2.9867970324441218,2.9606435522187913,1.144591046937147,1.1375836692127497,2.9867970324441218,2.9606435522187913,40.7035175879397,44.81605351170568,-0.20312297344207764,-0.03686857223510742,0.0,0.0,0.0001,
32,57.59811879322557,61.06804884078112,0.00025923154190092204,0.00027103316072720325,116.00164966167917,117.18271034776566,2.8653653957935634,3.0389080039633556,1.1425033857674654,1.137868258865382,2.8653653957935634,3.0389080039633556,41.62479061976549,45.1505016722408,-0.08299636840820312,-0.16667187213897705,0.0,0.0,0.0001,
33,57.57196893484349,60.51083746562435,0.0002742295652250424,0.0002787140520043472,118.11344370370733,119.1336925595899,2.864104514145971,3.0110640916537283,1.137572416708098,1.1359118661752912,2.864104514145971,3.0110640916537283,42.3785594639866,45.1505016722408,-0.07702195644378662,-0.1479719877243042,0.0,0.0,0.0001,
34,58.86358360149952,61.23091449546176,0.000287651566356043,0.0003029458371947292,120.7697672372687,123.16787380358846,2.928681418324635,3.0470432063010224,1.136812683325916,1.1359697835501221,2.928681418324635,3.0470432063010224,40.20100502512563,43.47826086956522,-0.142785906791687,-0.03021407127380371,0.0,0.0,0.0001,
35,57.99549174348713,60.23212474963338,0.0003108696320204929,0.00031980802577586976,124.52557320650698,126.16261250677715,2.8851750739655104,2.997073720530124,1.1430931308960395,1.1370111141715162,2.8851750739655104,2.997073720530124,41.62479061976549,43.812709030100336,-0.09230422973632812,-0.056970834732055664,0.0,0.0,0.0001,
36,58.67273410560697,60.77269774216872,0.000322658846886451,0.00032361370104872763,127.13607110769505,127.47753878181993,2.919106921558604,3.0241291690430914,1.1365722723342666,1.1345630019006123,2.919106921558604,3.0241291690430914,39.949748743718594,43.812709030100336,-0.10108315944671631,-0.15321755409240723,0.0,0.0,0.0001,
37,58.06889743261801,60.37367776724008,0.00032777017522782673,0.0003302079946835242,127.7486179166503,127.76239123392264,2.8888595906933348,3.00416081406201,1.1405982943236128,1.1354192949856403,2.8888595906933348,3.00416081406201,40.95477386934673,43.812709030100336,-0.11416816711425781,-0.1290733814239502,0.0,0.0,0.0001,
38,59.16489988675269,63.191952096179975,0.00033661194066314255,0.0003411629174744094,128.60788022653142,129.50478090011953,2.9436329205830893,3.145063163444749,1.1420362954163672,1.1354520663768553,2.9436329205830893,3.145063163444749,40.95477386934673,43.812709030100336,-0.10508251190185547,-0.31346213817596436,0.0,0.0,0.0001,
39,60.01733680865673,60.568125925733895,0.0003507020288023012,0.0003597684146954762,130.70551472572825,131.42853604830228,2.9862862455984653,3.013869174746765,1.1383884282567394,1.134191432924175,2.9862862455984653,3.013869174746765,41.541038525963145,43.812709030100336,-0.12855744361877441,-0.14259028434753418,0.0,0.0,0.0001,
40,58.29378928051921,61.38134904689215,0.0003554930476981903,0.00034909396873083104,131.23939363361404,130.44885187563688,2.900061927648445,3.0545250763462537,1.141766631223848,1.1354548404846703,2.900061927648445,3.0545250763462537,41.541038525963145,43.812709030100336,-0.10534358024597168,-0.16878414154052734,0.0,0.0,0.0001,
41,59.697840730548904,60.083239054600135,0.0003604614584382243,0.0003840009200839905,131.88328864067245,134.7134298879566,2.9702179356036673,2.989580435896398,1.145094422639115,1.1357906474716288,2.9702179356036673,2.989580435896398,41.12227805695142,43.812709030100336,-0.18590688705444336,-0.058530211448669434,0.0,0.0,0.0001,
42,58.62214169909607,60.65281628764991,0.0004038249097715352,0.0004268144265153635,137.6498503054007,141.0624368214687,2.9165476634474454,3.0180331719758917,1.132454946811874,1.1344657626040404,2.9165476634474454,3.0180331719758917,44.9748743718593,43.812709030100336,-0.08971142768859863,-0.15702998638153076,0.0,0.0,0.0001,
43,57.76313398351621,60.44042887097617,0.00044090714467684715,0.0004500868814151709,142.8920761951849,144.02668741793934,2.8735266522546508,3.0074100901051906,1.1351339369762683,1.1329046754932723,2.8735266522546508,3.0074100901051906,41.62479061976549,43.812709030100336,-0.07829618453979492,-0.026877164840698242,0.0,0.0,0.0001,
44,57.04160051968829,60.13346214677179,0.00044419187230488574,0.00043556332237003093,143.64732429849442,143.23457550763285,2.8374329775422065,2.992067179950982,1.136228102335778,1.1336236952937966,2.8374329775422065,2.992067179950982,43.299832495812396,43.812709030100336,-0.06139707565307617,-0.07540535926818848,0.0,0.0,0.0001,
45,39.28689619923756,40.53411052538001,0.00042928487172239527,0.000420807643242984,142.65065429278553,142.4029643591431,2.9008912884410303,2.9973285812199317,1.1394360668495471,1.1348534599195754,2.9008912884410303,2.9973285812199317,42.54606365159129,43.812709030100336,-0.1391158103942871,-0.09812545776367188,0.0,1.5,0.0001,
46,20.050100757848078,20.8267210638244,0.0004241894952051179,0.000415868973760495,142.16636105638054,140.94183839523672,2.8655545679568446,2.996703018711562,1.1393159719767483,1.1352743173522695,2.8655545679568446,2.996703018711562,39.11222780569514,38.79598662207358,-0.07922899723052979,-0.07112514972686768,0.0,3.0,0.0001,
47,19.948863772291634,20.78297497675969,0.0004022293341431105,0.0003821335793869962,139.33287275815928,137.5324300810645,2.848283743339168,2.989911819381459,1.1404466215689577,1.1343445893514117,2.848283743339168,2.989911819381459,43.299832495812396,46.48829431438127,-0.06437361240386963,-0.07230901718139648,0.0,3.5384615384615383,0.0001,
48,20.000779734983716,20.820577921277305,0.00038214761790526184,0.0003788937077885587,137.37363938630327,137.0860387999876,2.859179606190079,2.9933912650398584,1.1352234929051233,1.1410607147376275,2.859179606190079,2.9933912650398584,39.53098827470687,38.79598662207358,-0.08677983283996582,-0.07155799865722656,0.0,4.076923076923077,0.0001,
49,20.005443157662498,20.77413472204304,0.00037743764615717534,0.0003811731844218479,136.88225114525264,136.9819076691184,2.8563490628796804,2.9869404397281913,1.1439199461609475,1.137947576101807,2.8563490628796804,2.9869404397281913,40.95477386934673,38.79598662207358,-0.0899437665939331,-0.07810914516448975,0.0,4.615384615384616,0.0001,
50,20.09147555544548,20.851144529106627,0.0003837675958036459,0.0004003020333411191,137.36505024716683,138.91877241357912,2.871580387879057,3.000851449360417,1.1417272278611583,1.1352119834526726,2.871580387879057,3.000851449360417,40.7035175879397,38.79598662207358,-0.07271468639373779,-0.041794419288635254,0.0,5.153846153846153,0.0001,
51,20.057313449418725,20.800648717975935,0.00041244063472571836,0.0004127542813383292,140.4019604655766,141.11343378685788,2.8636351466378573,2.9900656240839623,1.1469015741667756,1.1407998792303844,2.8636351466378573,2.9900656240839623,40.619765494137354,38.79598662207358,-0.06261146068572998,-0.05850112438201904,0.0,5.692307692307692,0.0001,
52,20.017884875861444,20.858717194369007,0.00041157420555174885,0.000409083506505139,140.47777211047097,139.81372208100896,2.8590436808427975,3.0010773888399767,1.1421565450415938,1.1376285265919357,2.8590436808427975,3.0010773888399767,39.61474036850921,39.130434782608695,-0.08725881576538086,-0.07882118225097656,0.0,6.230769230769231,0.0001,
53,20.098250774083226,20.776638037384952,0.00040863679777136636,0.000409246077776628,139.79381329969345,139.82370597303512,2.870515033427994,2.9881372100932144,1.1467951516210533,1.1358519120758592,2.870515033427994,2.9881372100932144,40.20100502512563,37.79264214046823,-0.08366012573242188,-0.06209397315979004,0.0,6.769230769230768,0.0001,
54,20.0007017828911,20.794301221203245,0.0004063532462010513,0.0003927688947162376,139.43423753287925,138.50067373422476,2.8558288515113306,2.9901026937873865,1.1430406899907481,1.1383316409229036,2.8558288515113306,2.9901026937873865,42.629815745393635,38.12709030100335,-0.05853724479675293,-0.07558763027191162,0.0,7.307692307692308,0.0001,
55,20.162921062066925,20.79828593403998,0.0003902636604130867,0.0003909624403032683,138.1244457506854,138.2601466354319,2.8867813370735003,2.99317785330042,1.1337711833030535,1.1325602092870501,2.8867813370735003,2.99317785330042,42.629815745393635,38.79598662207358,-0.09518969058990479,-0.09319436550140381,0.0,7.846153846153845,0.0001,
56,20.033412367854286,20.810025065240254,0.00039217091300813373,0.0003939782601024295,138.6661216697501,138.99525992607192,2.8632777480024787,2.9947729652940627,1.1383610280913923,1.1334027586174649,2.8632777480024787,2.9947729652940627,41.70854271356784,42.474916387959865,-0.08355832099914551,-0.09653913974761963,0.0,8.384615384615383,0.0001,
57,20.109602440941075,20.7637827563844,0.0003968539934018798,0.00040199699068759696,139.94034595585347,140.99554213712048,2.8739644874080743,2.9865360873997413,1.1431514208440605,1.1346105428842397,2.8739644874080743,2.9865360873997413,41.62479061976549,43.812709030100336,-0.0869746208190918,-0.08747363090515137,0.0,8.923076923076923,0.0001,
58,20.157886747938505,20.80579848273542,0.00040272927618393645,0.00040245157694537506,140.99803215295225,140.59321701407035,2.88607603061938,2.994985830823713,1.1333502205572337,1.1311339327324195,2.88607603061938,2.994985830823713,43.63484087102177,37.12374581939799,-0.08858251571655273,-0.08444726467132568,0.0,9.461538461538462,0.0001,
59,19.98355897427404,20.829963983899376,0.00039949232729548085,0.00040314513348964945,140.31929655091048,140.43735047407372,2.8534729824193956,2.999771170791575,1.141892459923698,1.129309552170361,2.8534729824193956,2.999771170791575,41.038525963149084,42.80936454849498,-0.06512188911437988,-0.11111259460449219,0.0,10.0,0.0001,
60,38.91955761933446,40.40825887826773,0.00040907128129998407,0.00041091412566306325,140.79006431490134,141.1136950744833,2.872335300173991,2.9883386107990177,1.1425576445645025,1.1284649318277238,2.872335300173991,2.9883386107990177,40.871021775544385,48.82943143812709,-0.08373498916625977,-0.053011298179626465,0.0,6.5,0.0001,
61,57.62631623030108,61.16595795800455,0.0004082371553303159,0.00040899287425697996,140.75807977162015,140.40449631094535,2.866787409662601,3.043759808492501,1.1296131684752166,1.1303262140439905,2.866787409662601,3.043759808492501,41.87604690117253,39.79933110367893,-0.07494449615478516,-0.007536053657531738,0.0,0.0,0.0001,
62,58.32587216886843,59.97859528710611,0.0004066656807447679,0.0004089417840886774,139.6929053940765,139.83547407169405,2.9015690521578894,2.9843843868344924,1.1454283953511735,1.1309247581057724,2.9015690521578894,2.9843843868344924,38.60971524288107,41.80602006688963,-0.10001707077026367,-0.0822451114654541,0.0,0.0,0.0001,
63,57.53205741230567,61.31477635361279,0.00041860939643908936,0.00042450043127909427,141.31446360423536,142.48373122199322,2.8619796347178807,3.051212215902016,1.1363711093538371,1.1281696448358007,2.8619796347178807,3.051212215902016,42.88107202680067,38.79598662207358,-0.05819261074066162,-0.20221805572509766,0.0,0.0,0.0001,
64,58.46182222222563,60.64760251507711,0.00043725647796468006,0.000444631992619684,143.73900684759246,144.36066893510596,2.9083898486803523,3.0178129417840456,1.1411189220259137,1.1298039138915148,2.9083898486803523,3.0178129417840456,39.86599664991625,38.12709030100335,-0.07734966278076172,-0.14444327354431152,0.0,0.0,0.0001,
65,59.60429105007868,60.17588622434482,0.0004490580043846732,0.00045301692424432364,144.7927598553886,145.21610844334631,2.9655032066044895,2.994217175703782,1.1409836584199813,1.1299405835543987,2.9655032066044895,2.994217175703782,41.37353433835846,38.79598662207358,-0.17287397384643555,-0.05647993087768555,0.0,0.0,0.0001,
66,58.97165919548303,62.357292060469305,0.00045114128572134677,0.0004537358517364527,145.01210908873796,144.99362687841307,2.933931728104251,3.1032723439577032,1.1360096955419186,1.1310820780868913,2.933931728104251,3.1032723439577032,40.117252931323286,38.79598662207358,-0.1816645860671997,-0.0032901763916015625,0.0,0.0,0.0001,
67,58.83471348697017,60.605557100429984,0.00045119961477009583,0.00044765325999401363,144.81413164250614,144.91200771778324,2.9270243109570475,3.015694111884637,1.1408096987198746,1.1308900169704272,2.9270243109570475,3.015694111884637,39.61474036850921,38.79598662207358,-0.12655770778656006,-0.15221619606018066,0.0,0.0,0.0001,
68,58.270208368349316,60.02025372049083,0.00046315764291898363,0.000474864307457712,147.00822806558017,149.5190724146406,2.8988120595813798,2.9863953127908864,1.1388108105316035,1.1314013706003145,2.8988120595813798,2.9863953127908864,39.36348408710218,38.46153846153847,-0.09800028800964355,-0.0869666337966919,0.0,0.0,0.0001,
69,58.196315669534194,60.76299930177006,0.0004864957921091511,0.0004948939282032833,150.73951595951763,151.8834101444104,2.895127036463675,3.0235233354727957,1.1361860122712613,1.1305373494441693,2.895127036463675,3.0235233354727957,41.70854271356784,39.130434782608695,-0.13154232501983643,-0.016399145126342773,0.0,0.0,0.0001,
70,58.3815672217901,60.80256785517154,0.0004917865781303826,0.000494463977802632,151.90754211528017,152.22457431550808,2.9044002476249706,3.025495131278915,1.134905737448777,1.131098225164573,2.9044002476249706,3.025495131278915,42.04355108877722,39.130434782608695,-0.14269804954528809,-0.012796759605407715,0.0,0.0,0.0001,
71,58.46446606941159,60.03767673147961,0.0004912804746575235,0.00048407978122434064,151.8614650195967,151.34629683988948,2.9084698494954324,2.9872526189555293,1.1409760627714634,1.1317672984655884,2.9084698494954324,2.9872526189555293,43.299832495812396,39.130434782608695,-0.062433481216430664,-0.07670211791992188,0.0,0.0,0.0001,
72,57.23363190080652,60.1866619148382,0.0004957485601806723,0.0005058392354389996,152.52561572408757,153.94358692998472,2.846955965112402,2.9946892245557395,1.1383978515813498,1.131049641398682,2.846955965112402,2.9946892245557395,42.54606365159129,39.46488294314381,-0.08185362815856934,-0.10639011859893799,0.0,0.0,0.0001,
73,57.90576175708867,60.99024960827269,0.0005142756670883465,0.0005261484474367322,155.05815911732327,156.8472823841516,2.880494280676147,3.0348675904864053,1.1423661664902065,1.129493995055706,2.880494280676147,3.0348675904864053,40.787269681742046,38.12709030100335,-0.11156320571899414,-0.009523272514343262,0.0,0.0,0.0001,
74,57.476547528750935,60.119070493257965,0.0005285502935976564,0.0005257529571393885,157.29806022707942,157.3131172409823,2.8590785538531227,2.9912970688032066,1.1376234610476086,1.130465615553202,2.8590785538531227,2.9912970688032066,43.383584589614735,39.130434782608695,-0.07039856910705566,-0.10481679439544678,0.0,0.0,0.0001,
75,39.08456478406436,40.560392462688945,0.0005265138171678737,0.000529977305905962,157.42342996517417,157.202336391079,2.8849982947760093,2.999645957978673,1.1411317497042555,1.1304706362976278,2.8849982947760093,2.999645957978673,39.949748743718594,40.468227424749166,-0.12383902072906494,-0.07220780849456787,0.0,1.5,0.0001,
76,20.11992965072044,20.76414846975269,0.0005165627206733429,0.0004967065616806713,155.67660018946458,153.14216506600778,2.8773869186190506,2.9856945591228063,1.1381107788389453,1.136018768999489,2.8773869186190506,2.9856945591228063,42.04355108877722,41.80602006688963,-0.07040786743164062,-0.050354838371276855,0.0,3.0,0.0001,
77,19.97905183597226,20.783487945097345,0.0004889980080702078,0.0004771152480285814,152.54079420642438,151.98864669544642,2.8532892731166566,2.9891849281795846,1.1398146116553838,1.1355343658389854,2.8532892731166566,2.9891849281795846,41.79229480737018,38.79598662207358,-0.07696735858917236,-0.0651634931564331,0.0,3.5384615384615383,0.0001,
78,20.096612812086963,20.830153398290527,0.00047132685671129906,0.0004605093228601131,151.56975789285784,151.76148272358054,2.8723254048045557,2.997139545587393,1.1412934390344411,1.1352422949063738,2.8723254048045557,2.997139545587393,40.117252931323286,38.79598662207358,-0.0795447826385498,-0.05243241786956787,0.0,4.076923076923077,0.0001,
79,20.025488982847587,20.8157238848632,0.00045400491719277674,0.00042999389929460194,151.1125344639048,149.1017124341882,2.8577209788950246,2.996385617399694,1.1480332666905082,1.1315239127663066,2.8577209788950246,2.996385617399694,41.62479061976549,37.79264214046823,-0.0631638765335083,-0.06206798553466797,0.0,4.615384615384616,0.0001,
80,19.8758118947347,20.81264418662591,0.00042203785233446077,0.0004266785748963272,148.43945752116704,150.33942196440935,2.838819202266546,2.9951488684651046,1.1337821387765397,1.1332865319523127,2.838819202266546,2.9951488684651046,43.299832495812396,39.79933110367893,-0.07364451885223389,-0.08149063587188721,0.0,5.153846153846153,0.0001,
81,20.115503777610996,20.77363184542959,0.00044658328076961824,0.0004682401882369308,153.10836843110408,156.552189906704,2.8751106054539255,2.9908433550576303,1.1423632858985633,1.1276825146132887,2.8751106054539255,2.9908433550576303,40.619765494137354,44.14715719063545,-0.09115946292877197,-0.06100058555603027,0.0,5.692307692307692,0.0001,
82,19.962865800713775,20.76588373598845,0.0004773553002780144,0.0004791488194873986,157.34216727763166,158.01018628787037,2.851344891329307,2.9893466836234,1.1380995855459217,1.1280881036882815,2.851344891329307,2.9893466836234,40.117252931323286,43.812709030100336,-0.04865837097167969,-0.05912292003631592,0.0,6.230769230769231,0.0001,
83,19.959396538023572,20.76428642400531,0.0004799675342269629,0.00047874329148333856,158.45233974744326,159.11208147029814,2.8502294677785494,2.989518451850151,1.1393683154379304,1.1270407352559144,2.8502294677785494,2.989518451850151,40.787269681742046,43.812709030100336,-0.06342864036560059,-0.0660402774810791,0.0,6.769230769230768,0.0001,
84,20.158567738493083,20.80944758514098,0.0004809690325230772,0.0004747871279928298,159.39733424098847,158.8196649455705,2.883886319708385,2.993399994827832,1.138252203987671,1.1358207480165872,2.883886319708385,2.993399994827832,41.541038525963145,38.79598662207358,-0.08499932289123535,-0.06488239765167236,0.0,7.307692307692308,0.0001,
85,19.7341521149704,20.825112154651247,0.0004747023866328581,0.00046310650926849567,158.1220108364495,156.23766681581836,2.8143868015040105,2.9979214907489893,1.135334891689882,1.1313284079366703,2.8143868015040105,2.9979214907489893,40.871021775544385,39.130434782608695,-0.041101694107055664,-0.07280147075653076,0.0,7.846153846153845,0.0001,
86,20.137758034557553,20.728685570401094,0.00045172363923124694,0.000446845142791409,154.90705881805675,154.06807986868662,2.8787302607467624,2.9835869412757083,1.1425366507503056,1.1272908088355558,2.8787302607467624,2.9835869412757083,40.619765494137354,43.812709030100336,-0.10487604141235352,-0.07994985580444336,0.0,8.384615384615383,0.0001,
