epoch,train_rmse,val_rmse,train_kl,val_kl,train_recon_loss,val_recon_loss,train_loss,val_loss
1,0.04675058896966915,0.026700540216288704,0.0,0.0,0.13386094825168618,0.036125850725665674,0.13386094825168618,0.036125850725665674
2,0.029064009643130165,0.020615542147603454,0.0,0.0,0.04253534766331123,0.02175758833869245,0.04253534766331123,0.02175758833869245
3,0.026508233963919044,0.021705405354715775,0.0,0.0,0.035356116013644065,0.023915294792457437,0.035356116013644065,0.023915294792457437
4,0.025212129346073704,0.02398812469124063,0.0,0.0,0.03197127495778466,0.029079413460930986,0.03197127495778466,0.029079413460930986
5,0.024214625416821706,0.021374746330638926,0.0,0.0,0.02950439734944979,0.023204525079216845,0.02950439734944979,0.023204525079216845
6,0.023629887330089448,0.020549143246118572,0.0,0.0,0.02812434906490451,0.021457510644210753,0.02812434906490451,0.021457510644210753
7,0.02304511675158737,0.022252473332311794,0.0,0.0,0.026737090160665666,0.02502569235205119,0.026737090160665666,0.02502569235205119
8,0.022793330879292296,0.022417687533741012,0.0,0.0,0.026141462634389857,0.02547231260915531,0.026141462634389857,0.02547231260915531
9,0.02248863156599948,0.02339866406667392,0.0,0.0,0.025456719650636832,0.027747607518946844,0.025456719650636832,0.027747607518946844
10,0.022106917364921135,0.02397468783285307,0.0,0.0,0.0246104874727714,0.029079626062043933,0.0246104874727714,0.029079626062043933
11,0.02193817200626926,0.02239456539817877,0.0,0.0,0.024254025544062266,0.025356256154883933,0.024254025544062266,0.025356256154883933
12,0.021715457337460727,0.022478147211547946,0.0,0.0,0.023749639142340018,0.025595731142422428,0.023749639142340018,0.025595731142422428
13,0.020741625862130568,0.021618665884370388,0.0,0.0,0.021655648696121393,0.02361294838164828,0.021655648696121393,0.02361294838164828
14,0.020571753732123766,0.022801922669544932,0.0,0.0,0.021319260138504537,0.026309738506707328,0.021319260138504537,0.026309738506707328
15,0.020436751540273943,0.023544410006906276,0.0,0.0,0.021042303854546553,0.028000108320411367,0.021042303854546553,0.028000108320411367
16,0.02030483782936214,0.020585348181750462,0.0,0.0,0.020777450003445413,0.02141188238326921,0.020777450003445413,0.02141188238326921
17,0.020291465679355202,0.021105876506006174,0.0,0.0,0.02073280802927391,0.022489822771786447,0.02073280802927391,0.022489822771786447
18,0.02020677013737672,0.022946822501660854,0.0,0.0,0.020566672221916073,0.026681958879432418,0.020566672221916073,0.026681958879432418
19,0.02010292270533337,0.022074659623895068,0.0,0.0,0.02036186250988529,0.024593638843849484,0.02036186250988529,0.024593638843849484
20,0.020081618199637653,0.022529798656403022,0.0,0.0,0.020321631875868818,0.025702184784654924,0.020321631875868818,0.025702184784654924
21,0.020043324512735817,0.021190148872741753,0.0,0.0,0.02024461921524945,0.022734173450000176,0.02024461921524945,0.022734173450000176
22,0.019960283222210468,0.02317597698773296,0.0,0.0,0.020066872947354812,0.027126788216722982,0.020066872947354812,0.027126788216722982
23,0.019425362979838264,0.022739020528203268,0.0,0.0,0.01901681278949257,0.026155149647208095,0.01901681278949257,0.026155149647208095
24,0.019266624859571126,0.02122466066600952,0.0,0.0,0.018706079208438187,0.02276752901200201,0.018706079208438187,0.02276752901200201
25,0.01932855180476645,0.021111378572889528,0.0,0.0,0.01882889589876153,0.022542185686869234,0.01882889589876153,0.022542185686869234
26,0.019184680609838516,0.021162086196551088,0.0,0.0,0.018554284965847205,0.0225930482215573,0.018554284965847205,0.0225930482215573
