epoch,train_rmse,val_rmse,train_kl,val_kl,train_recon_loss,val_recon_loss
1,0.03356577771482339,0.011835877455505173,97.06483376389738,121.73176465837187,0.28342339279840423,1.4845623809378594e-05
2,0.032515787470114424,0.029387322521312712,6.825593259333233,5.226193571037539,0.054857155269647295,9.768476593308151e-05
3,0.03560528386278169,0.03541645714587458,3.9284433788723416,3.875472834277711,0.06363369032349551,0.000113192196295131
4,0.040577608255834834,0.03914777095634137,3.050158742417975,3.0562557432563806,0.08268526811745498,0.00014664568880107254
5,0.04370013077388191,0.045145920653274094,2.5675989475282193,2.428788681758553,0.09582046161045381,0.00019455693836789578
6,0.04643957482235915,0.04684414842904212,2.2570936452204258,2.247840826195086,0.10823329854683794,0.0001682625152170658
7,0.048613808364807595,0.04925302500808518,2.0516207863803952,1.9832738285745133,0.11856470798261334,0.00022168722352944314
8,0.050659700855820756,0.050418139974209776,1.8888508389609808,1.8894213255964127,0.12873931429627086,0.00023461277305614203
9,0.05189995113853833,0.053173821070620846,1.7676304365122937,1.661801806793298,0.13514888791615973,0.0001618038659216836
10,0.05377060822655807,0.053230150973418086,1.6431075824431904,1.6304742835437176,0.1450191325794579,0.0004255964595358819
11,0.05549768116564341,0.05593030636459423,1.5479097679165872,1.5025078257589435,0.1544809751607798,0.0001988994044950232
12,0.057128759066713115,0.05778340598279683,1.448659715274404,1.416637489894029,0.16366867543032287,0.00032979549723677337
13,0.05884381113464709,0.058595783846533814,1.3689038334180361,1.3494685427135182,0.17375114469439007,0.000252532830927521
14,0.06045095745675861,0.06001660296716286,1.2896231903436128,1.2976236416477556,0.18328548233180256,0.000312737567583099
15,0.06180908514518501,0.06113313625638302,1.2157683766533849,1.2273982736710853,0.19158480673745515,0.0002904714201577008
16,0.06320010667686553,0.06334753584536156,1.1575989582097976,1.1283703604536577,0.200373789240434,0.000491308921482414
17,0.06479457384344588,0.06434904759045827,1.0901053469650976,1.1055579402109186,0.21059704619802488,0.0003860925789922476
18,0.06624684824765827,0.06553181718075554,1.0314546432127705,1.048062501676638,0.2200962843041657,0.0002943961590062827
19,0.06741358204586156,0.06756624601025513,0.9872710476502036,0.976588012914328,0.22795142663516924,0.0004977085627615452
20,0.06888923202477508,0.06946027964154215,0.9330988941014245,0.9130221789364299,0.2380342848603117,0.0004666930763050914
21,0.07008804431229847,0.06924926776983002,0.8876973731367366,0.9025111056224692,0.24634565853127416,0.0003227363049518317
22,0.07127402232370185,0.07095295233172318,0.8494806615484952,0.8464690076068891,0.2547523137046797,0.0004590038151945919
23,0.07252991653350663,0.0722054181456433,0.8006286817779094,0.7906495310457521,0.2638396209741291,0.0005555149982683361
24,0.07389156367694247,0.07376927481247829,0.759997738732232,0.7429789577173682,0.2738079003020414,0.0005764463567174971
25,0.07510939074471168,0.07555131374992256,0.7181632336393406,0.6898013601202099,0.28295853303039226,0.0005016151117160916
26,0.07618843431681778,0.07647158860861258,0.6823937093526008,0.6725740672619712,0.29106228140930035,0.0006193960434757173
27,0.07735128278492018,0.07717161442889285,0.6505251116156245,0.6307710386239566,0.3000799410839709,0.00042917634709738195
28,0.0783340329858659,0.07738266679289083,0.6215375335705074,0.626305315639396,0.3077101285217329,0.000563287700060755
29,0.07962311172388839,0.07892486635790753,0.5848265602094777,0.5771094573248456,0.31797991467547243,0.0005725522642023861
30,0.08039064644635689,0.0802831119269033,0.5628651289018688,0.5550180562629614,0.3241656019593137,0.0004576006904244423
31,0.08154025737514448,0.08159243767310677,0.5245776045994676,0.5155004005767031,0.3335251233752116,0.0005757896578870714
32,0.08271643087176356,0.08227193799937184,0.4955184526080063,0.4850923088747788,0.34314622425087865,0.000483219773741439
33,0.08347064059483546,0.0832449183565717,0.46672424632434006,0.4578731712223827,0.3494423099199132,0.000495431013405323
34,0.08421721046094718,0.08443118108554827,0.4474221469802207,0.4307793594954936,0.3557368403769684,0.0006409451016224921
35,0.08507205535502224,0.08526021402449645,0.42051840800269896,0.4108806617283901,0.36292984071621875,0.00049524538917467
36,0.08578374135317848,0.08595949176329301,0.39976008739769625,0.3910068955642058,0.36901339158074675,0.0005727375973947346
37,0.08626975152810015,0.08663503243406215,0.38742896798001797,0.37243188394351945,0.373242715628436,0.0004676486423704773
38,0.08696236916090243,0.08690620085832931,0.36869957455704827,0.3572788062103616,0.37928240724211626,0.000514234125148505
39,0.0875055012690961,0.08736094298337481,0.35772396771352694,0.34852749037835645,0.38414568407851046,0.0006107840454205871
40,0.08811267947498345,0.0879859783361721,0.3399790317269426,0.33501128528429114,0.38937387937011164,0.0007318610441870987
41,0.08881839767456187,0.08900616940115075,0.32026119229848127,0.31420066359649135,0.3956843185930662,0.0005942039424553514
42,0.08959311269336011,0.08965561683461021,0.30493709193735,0.300309367569261,0.40258493565235104,0.0005995625979267061
43,0.09013823681474065,0.0910246262250005,0.28897261468143454,0.27154744960525495,0.40746580246505226,0.0007210662588477135
44,0.09118515506827718,0.09122335649985268,0.2716445615925914,0.2642183478178255,0.4170118497444357,0.0006767218001186848
45,0.09189631559458077,0.09185472173136612,0.2553053736220785,0.24548094531099665,0.4235742069834907,0.0005049905739724636
46,0.0925065411752925,0.09261748592557184,0.24126447169791382,0.23281930279040683,0.4292291034738955,0.0006669642752967775
47,0.09312542653546395,0.093334005919255,0.22675132846313106,0.21863186415887065,0.4349274838822704,0.0006962853949517012
48,0.09394109253275001,0.09359079024597687,0.21352119485903293,0.20583386307243784,0.44253719225733856,0.0006164477090351284
49,0.09464555871862729,0.0944626746136475,0.19931108170484843,0.19338448036673875,0.4492314788364685,0.0006240486400201917
50,0.0952750102750487,0.09548455583079071,0.18535117990540634,0.17636387411467605,0.4552484670542659,0.0005694744759239256
51,0.09586052058679574,0.09559270818463403,0.1726804241612928,0.1666070855614068,0.460850617594056,0.0004775241541210562
52,0.09624235977645962,0.09599550303441359,0.16352262150336083,0.15759023447565676,0.46451059681020723,0.0005740953492932022
53,0.09683524944524668,0.09703283549318611,0.1529649909417234,0.14661636375463927,0.47026721260389226,0.0005971026257611811
54,0.09727025912717892,0.09724225206850896,0.14220704688232483,0.13537957019265015,0.47451714498247266,0.0005131117650307715
55,0.09797428121102848,0.09761825237120009,0.13185530697530637,0.1253146156668663,0.481338097455447,0.0006967377848923206
56,0.09834122971856747,0.09843474178011202,0.12180730839437243,0.11646766678213143,0.48496716146293395,0.000485374650452286
57,0.09880370078041592,0.09871442892579331,0.1148124255077723,0.11059204669650581,0.48963765263357756,0.0005387405399233103
58,0.09909987576110346,0.09889183268200195,0.10761046886344251,0.10312812528681994,0.4923322401454101,0.0004969260771758854
59,0.09964015441756885,0.09899340061639066,0.10131383664377704,0.0973250321387713,0.4977564360095694,0.0004306832270231098
60,0.0996989497445869,0.09959341485132209,0.0952257517286348,0.09092292617362745,0.498436446265759,0.000596853147726506
61,0.10024049192966528,0.0997331682488804,0.0887313240994494,0.08442740992060473,0.5039090697889153,0.0006957529694773257
62,0.10056671913295136,0.10011279197573794,0.08232676579358524,0.07863784170270365,0.5071350243223373,0.0005763552617281675
63,0.10069060452502909,0.10034820258019361,0.07779100585140242,0.07513063832901526,0.5083088305727321,0.0005424132687039673
64,0.10080447643662484,0.10055907516674852,0.07419374523999503,0.07173287688257171,0.5095493814786808,0.0005637196591123939
65,0.1009419640346255,0.10062988141474782,0.07074997623387094,0.06809786316360385,0.5109234479537295,0.0005599776050075889
66,0.10119409743948132,0.10065341676889587,0.06710460654754735,0.06467077224499805,0.5133860745555126,0.0005793376476503909
67,0.10155643408755095,0.10093696495163001,0.06383740673770391,0.06160371319298428,0.5171521434831858,0.0005300412303768098
68,0.10162213937671141,0.10123922286291452,0.06056467478440701,0.05820539534515561,0.5177957543709104,0.0006614284357056022
69,0.1018094602225547,0.10124738609113024,0.05794661705517889,0.05640902822066842,0.5197944640780481,0.0006371975177899003
70,0.10181417805831702,0.10116767525307443,0.056240826373007764,0.054702030451202074,0.5198407421093424,0.0005618427530862391
71,0.10191992039639879,0.10155178524279675,0.05434467769131722,0.05286359455365866,0.5208160292496566,0.0006757681258022785
72,0.10209749990555243,0.10173082955538762,0.05250303202637875,0.05098354958471247,0.5225862436691254,0.0005923194694332778
73,0.10214353745906198,0.10150032120039365,0.05062430492372968,0.049156711169974325,0.5230550086078931,0.0006575462175533175
74,0.10230807437119971,0.10183818041115435,0.04876101597111895,0.04733203887864698,0.5249342255789364,0.0006195030291564763
75,0.10231421181920651,0.10195458552477218,0.047377222186939336,0.046372338626928286,0.5248902846088228,0.0005550115020014346
76,0.10241298405801964,0.10169919904990074,0.04642087491130376,0.04545386319143185,0.5258364738664568,0.00056012615095824
77,0.10235656111899999,0.10190248255978195,0.0454464336635679,0.04444609120812105,0.5253104809806841,0.0006115211872383952
78,0.10262980306700979,0.10198963653616018,0.04443317510724267,0.04343791373090667,0.5281705846672016,0.000584260153118521
79,0.10252861607048114,0.10208548069697958,0.04343769858663539,0.04245981381564436,0.5270801682601356,0.00044812634587287903
80,0.10271869726699534,0.10220526319948195,0.04241808978731509,0.041484734317580596,0.5289986784534039,0.00047523900866508484
81,0.10274958382150036,0.10191272445014754,0.041698813542415815,0.040981170236482935,0.5293387956022884,0.0004362312611192465
82,0.10279402923460848,0.10232619190362252,0.041154197420839624,0.0404379945746732,0.5297523556242836,0.0006685748812742531
83,0.10299680759742365,0.10210373164585469,0.04064889912795648,0.03995230670399557,0.5319369916540494,0.0005635715206153691
84,0.10283091596922084,0.10225773284600065,0.040114514165704045,0.03939375300853282,0.5301350715904513,0.0006467045750468969
85,0.10290317305601356,0.10230230499337216,0.0395406100863621,0.03884168445997546,0.5309876770296954,0.0006884037866257131
86,0.10282367506568356,0.10226535172499675,0.03900529774106594,0.03832041329123836,0.5301419692555996,0.0006347462767735124
87,0.10285393950710878,0.10216368521369554,0.03860165698777225,0.03803186774162478,0.5304009433168063,0.0005506235174834728
88,0.1029599235418587,0.10197654676311126,0.03830819953043723,0.03774476622790929,0.5315560982721202,0.0005813086754642427
89,0.10289093386953867,0.10275506911801388,0.03800946332842927,0.03746575435235216,0.5308391706095535,0.0006883030291646719
90,0.103006496372368,0.10239992203521091,0.037737519204167264,0.03718258734115523,0.5319992950979655,0.0004922130610793829
91,0.10285877663536087,0.10221674156228834,0.03744300605239381,0.036906894792697764,0.530439904719874,0.0004928418202325702
92,0.1030046077271469,0.10239720694230685,0.03715115396429679,0.0365970903133336,0.5320759574372564,0.0005954784573987126
93,0.10306781572812367,0.10235412368175045,0.03692181734134205,0.03646567758118761,0.5326574184187692,0.0005046611768193543
94,0.10295397994622779,0.10237749065443824,0.036774021719485135,0.03630445000104016,0.53161918075307,0.0006085524219088256
95,0.10287809907341722,0.10238828265846374,0.036635285974514015,0.03616969014332114,0.53067130366229,0.0006561456248164177
