epoch,train_rmse,val_rmse,train_kl,val_kl,train_recon_loss,val_recon_loss,train_loss,val_loss
1,0.06345561133424109,0.023933039307428176,0.0,0.0,0.5931687227495551,0.029263826620784757,0.5931687227495551,0.029263826620784757
2,0.031042097305898755,0.028405745261439113,0.0,0.0,0.04848989982850588,0.040894870105362524,0.04848989982850588,0.040894870105362524
3,0.02950762272388625,0.02292561505110301,0.0,0.0,0.043781359961317746,0.02683714074119012,0.043781359961317746,0.02683714074119012
4,0.028608859438160023,0.023133653212949187,0.0,0.0,0.041143752145723946,0.02732127070127921,0.041143752145723946,0.02732127070127921
5,0.02815102253968259,0.024583025147085606,0.0,0.0,0.039858864452887485,0.03079049254548523,0.039858864452887485,0.03079049254548523
6,0.02763633360635928,0.022574134488717767,0.0,0.0,0.038426141580644765,0.02607038909093858,0.038426141580644765,0.02607038909093858
7,0.027426882265816847,0.024333914370175323,0.0,0.0,0.037851002718369296,0.030169906424838164,0.037851002718369296,0.030169906424838164
8,0.027366572983733507,0.021868067017965093,0.0,0.0,0.0376900296111236,0.024489291122343097,0.0376900296111236,0.024489291122343097
9,0.027065320634129725,0.02172924600201041,0.0,0.0,0.03685248792088278,0.02416738257468278,0.03685248792088278,0.02416738257468278
10,0.026999734920339833,0.02322785369844208,0.0,0.0,0.03667922602110506,0.027531598400793878,0.03667922602110506,0.027531598400793878
11,0.026848414096417604,0.02428407751131749,0.0,0.0,0.03627699507490874,0.030065202377445855,0.03627699507490874,0.030065202377445855
12,0.026631105621514342,0.022272642363390265,0.0,0.0,0.03569507821749569,0.02538368029264503,0.03569507821749569,0.02538368029264503
13,0.026432356887118966,0.0223086925582709,0.0,0.0,0.03515898207091273,0.025474810505591108,0.03515898207091273,0.025474810505591108
14,0.026420596123806664,0.021629881252894965,0.0,0.0,0.03513626848300165,0.023983540810819055,0.03513626848300165,0.023983540810819055
15,0.026270777231476482,0.02358475810492052,0.0,0.0,0.03472532806184823,0.028385854401981818,0.03472532806184823,0.028385854401981818
16,0.026012949131757838,0.02107114742905599,0.0,0.0,0.03405508933779183,0.02279106266339753,0.03405508933779183,0.02279106266339753
17,0.026035019759731475,0.024680299476752578,0.0,0.0,0.03409735140006413,0.031058871969082285,0.03409735140006413,0.031058871969082285
18,0.025886741678460824,0.023019647315028254,0.0,0.0,0.03372912110458167,0.027048169465999274,0.03372912110458167,0.027048169465999274
19,0.02587065208102158,0.02141103039858001,0.0,0.0,0.033695178415308044,0.02352360973639233,0.033695178415308044,0.02352360973639233
20,0.025740382718655534,0.022585901129604583,0.0,0.0,0.0333364190838478,0.0260688654389004,0.0333364190838478,0.0260688654389004
21,0.025695012368590456,0.021260965424470413,0.0,0.0,0.03322980631119975,0.02318572806175736,0.03322980631119975,0.02318572806175736
22,0.025653339920348125,0.022832280901180727,0.0,0.0,0.033130567222376034,0.02661498145739171,0.033130567222376034,0.02661498145739171
23,0.02493051544147986,0.022477146339838456,0.0,0.0,0.03129618655264144,0.02580098365303731,0.03129618655264144,0.02580098365303731
24,0.024836314507223987,0.02278655336561344,0.0,0.0,0.031049104352309544,0.026549698296963437,0.031049104352309544,0.026549698296963437
25,0.024725497012312088,0.023543276644437474,0.0,0.0,0.030797960222108546,0.028276263951109007,0.030797960222108546,0.028276263951109007
26,0.024757677001752777,0.02388216729546869,0.0,0.0,0.03086201833911544,0.029054816866266556,0.03086201833911544,0.029054816866266556
27,0.024711979036222017,0.022317808185815146,0.0,0.0,0.030753630940921477,0.025465008070736025,0.030753630940921477,0.025465008070736025
28,0.02466626014479341,0.022258073581567443,0.0,0.0,0.030631322010161822,0.025344365213062187,0.030631322010161822,0.025344365213062187
29,0.024330925908811196,0.022082209628627718,0.0,0.0,0.02980969959920941,0.024944532855747138,0.02980969959920941,0.024944532855747138
30,0.024268953163969258,0.02277194851243177,0.0,0.0,0.02967510018799306,0.026502211354963622,0.02967510018799306,0.026502211354963622
31,0.024227936339779384,0.022421331781325,0.0,0.0,0.029574429985533075,0.025696362938769285,0.029574429985533075,0.025696362938769285
32,0.024233629164717038,0.02153174294243954,0.0,0.0,0.029581912783339062,0.023756076493523723,0.029581912783339062,0.023756076493523723
33,0.024176568207853605,0.021122413707134982,0.0,0.0,0.029440063007679283,0.022887319326400757,0.029440063007679283,0.022887319326400757
34,0.024159527603705325,0.023139729211262637,0.0,0.0,0.029406886618524076,0.027331682497276244,0.029406886618524076,0.027331682497276244
35,0.023933554732769577,0.023453599143121288,0.0,0.0,0.028876413189244964,0.02804304298881437,0.028876413189244964,0.02804304298881437
36,0.023900134306939737,0.02230287575004093,0.0,0.0,0.028753095269535987,0.025414002911834547,0.028753095269535987,0.025414002911834547
37,0.02387670156536057,0.022805117128817665,0.0,0.0,0.028732789506681268,0.02654885375870178,0.028732789506681268,0.02654885375870178
38,0.023928539361544723,0.023243438128543938,0.0,0.0,0.02883903029318098,0.027561629560662885,0.02883903029318098,0.027561629560662885
39,0.023902743376712436,0.022636637340819957,0.0,0.0,0.028796514118686195,0.0261714662858176,0.028796514118686195,0.0261714662858176
40,0.023890363999929994,0.02395213053976014,0.0,0.0,0.0287611290317451,0.029248901263892717,0.0287611290317451,0.029248901263892717
41,0.023774569316458796,0.02203778328255666,0.0,0.0,0.02848490948478381,0.024851741321144028,0.02848490948478381,0.024851741321144028
42,0.023743151736485765,0.02247755291976591,0.0,0.0,0.028416362153766608,0.025825427791130715,0.028416362153766608,0.025825427791130715
43,0.023773625632410006,0.02232993743200698,0.0,0.0,0.02847128592344185,0.02550050991492859,0.02847128592344185,0.02550050991492859
44,0.02370774749269171,0.02314992125043303,0.0,0.0,0.028325029620240347,0.027355880365440146,0.028325029620240347,0.027355880365440146
45,0.023720158492841578,0.022838763356906513,0.0,0.0,0.028356314048645286,0.026638332189558075,0.028356314048645286,0.026638332189558075
46,0.023754313385341834,0.02292105070042238,0.0,0.0,0.02843774779424662,0.026822944176918023,0.02843774779424662,0.026822944176918023
47,0.023599246187142858,0.022262508959126313,0.0,0.0,0.02807821484000772,0.025353389620830783,0.02807821484000772,0.025353389620830783
48,0.023642529262877722,0.022475340022573637,0.0,0.0,0.02816984712212263,0.025811255158837823,0.02816984712212263,0.025811255158837823
49,0.02365255266914715,0.022122458333654147,0.0,0.0,0.028199356213619693,0.025043064551874415,0.028199356213619693,0.025043064551874415
50,0.02361768943692871,0.022798556176200094,0.0,0.0,0.02812075483160835,0.02654930872171951,0.02812075483160835,0.02654930872171951
51,0.023595434010844202,0.0226617772942004,0.0,0.0,0.028065623461759205,0.026245931236108674,0.028065623461759205,0.026245931236108674
52,0.02364520275978853,0.022486627079056392,0.0,0.0,0.02819237450375895,0.02584819167586606,0.02819237450375895,0.02584819167586606
53,0.023584556258852956,0.02255894708028738,0.0,0.0,0.02804667114512605,0.026013906326647452,0.02804667114512605,0.026013906326647452
54,0.02358618893232644,0.02230319817246269,0.0,0.0,0.02803224705509105,0.025433563823534493,0.02803224705509105,0.025433563823534493
55,0.023598816661795446,0.022368815421244106,0.0,0.0,0.02806205454733304,0.0255853367498022,0.02806205454733304,0.0255853367498022
56,0.023617235531833904,0.022653855788319008,0.0,0.0,0.028104931775465948,0.026226984382655843,0.028104931775465948,0.026226984382655843
57,0.02359757218603513,0.02243468206720541,0.0,0.0,0.028072811082829184,0.02573199815624534,0.028072811082829184,0.02573199815624534
58,0.023596500110511405,0.022418294218239047,0.0,0.0,0.028060845465990567,0.02569559839042267,0.028060845465990567,0.02569559839042267
59,0.023587913477573896,0.0223070143419863,0.0,0.0,0.02803648379072339,0.025445455305253384,0.02803648379072339,0.025445455305253384
60,0.0235681699652335,0.02223990872344511,0.0,0.0,0.027994390193316804,0.025299820785256,0.027994390193316804,0.025299820785256
61,0.023593649200550144,0.022779406327650433,0.0,0.0,0.028068259657926895,0.026507723059011012,0.028068259657926895,0.026507723059011012
